Candidate First Name|Candidate Last Name|Candidate ID|Date Received|Income Source Name|Income Source Address|Income Reason|Type of Inocome
NEIL|DANBERG|99FIS06572|2000-04-03|STINSON, MAG & FIZZEL         |1299 FARNAM STREET, OMAHA NE            ||I
NEIL|DANBERG|99FIS06572|2000-04-03|KENNEDY, HOLLAND & DELACY     |                                        ||I
NEIL|DANBERG|99FIS06572|2000-04-03|MERRILL LYNCH ACCOUNT         |                                        ||S
NEIL|DANBERG|99FIS06572|2000-04-03|STINSON, MAG & FIZZEL         |1299 FARNAM STREET                      ||B
NEIL|DANBERG|99FIS06572|2000-04-03|1ST NATIONAL BANK             |                                        ||C
NEIL|DANBERG|99FIS06572|2000-04-03|FIRST AMERICAN                |                                        ||C
NEIL|DANBERG|99FIS06572|2000-04-03|MERRILL LYNCH                 |                                        ||C
NEIL|DANBERG|99FIS06572|2000-04-03|MERRILL LYNCH                 |                                        ||F
BRENDA|URBANEK|99FIS06585|2000-03-23|STATE OF NE                   |                                        ||I
BRENDA|URBANEK|99FIS06585|2000-03-23|PPCT MANAGEMENT SYSTEM        |500 S ILLINOIS MILLSTADT IL             ||B
BRENDA|URBANEK|99FIS06585|2000-03-23|VIOLENCE AGAINST WOMEN        |301 CENTENNIAL SO. LINCOLN NE           ||B
BRENDA|URBANEK|99FIS06585|2000-03-23|IADLEST                       |                                        ||B
TRACI|BENDER|99FIS06587|2000-03-22|NE PUBLIC POWER DISTRICT      |1414-15TH ST COLUMBUS NE                ||I
TRACI|BENDER|99FIS06587|2000-03-22|NE ENERGY CREDIT UNION        |1414-15TH ST COLUMBUS NE                ||F
BEVERLY|RAMSEY|99FIS06590|1999-08-30|PERU STATE COLLEGE            |PERU, NE                                ||I
BEVERLY|RAMSEY|99FIS06590|1999-08-30|DR. KEITH SHUEY               |272 BROADWAY  TECUMSEH, NE              ||I
BEVERLY|RAMSEY|99FIS06590|1999-08-30|AMERICAN NATIONAL BANK        |310 BROADWAY  TECUMSEH, NE              ||F
BEVERLY|RAMSEY|99FIS06590|1999-08-30|TECUMSEH BUILDING & LOAN      |160 N. 4TH  TECUMSEH, NE                ||F
BEVERLY|RAMSEY|99FIS06590|1999-08-30|TIAA - CREF/PERU STATE        |COLLEGE-RETIREMENT PROGRAM)             ||S
BEVERLY|RAMSEY|99FIS06590|1999-08-30|AMERICAN NATIONAL BANK        |310 BROADWAY  TECUMSEH, NE              ||C
BEVERLY|RAMSEY|99FIS06590|1999-08-31|PERU STATE COLLEGE            |(HUMAN RESOURCE DIRECTOR)               ||I
BEVERLY|RAMSEY|99FIS06590|1999-08-31|MBA POULTRY LLC               |BOX 257  TECUMSEH, NE                   ||I
BEVERLY|RAMSEY|99FIS06590|1999-08-31|DR. KEITH SHUEY               |292 BROADWAY  TECUMSEH, NE              ||I
BEVERLY|RAMSEY|99FIS06590|1999-08-31|AMERICAN NATIONAL BANK        |310 BROADWAY  TECUMSEH, NE              ||F
BEVERLY|RAMSEY|99FIS06590|1999-08-31|TIAA-CREF/RETIREMENT PROG     |(PERU)  160 N. 4TH  TECUMSEH,           ||F
BEVERLY|RAMSEY|99FIS06590|1999-08-31|AMERICAN NATIONAL BANK        |310 BROADWAY  TECUMSEH, NE              ||C
MARY JO|GILLESPIE|99FIS06591|1999-06-23|ST. ELIZABETH HOSPITAL        |555 SO. 70TH  LINCOLN, NE               ||I
MARY JO|GILLESPIE|99FIS06591|1999-06-23|AMERICAN HEART ASSOC.         |LINCOLN, NE                             ||B
MARY JO|GILLESPIE|99FIS06591|1999-06-23|WORK WELL                     |31ST & N ST.  LINCOLN, NE               ||B
MARY JO|GILLESPIE|99FIS06591|1999-06-23|FRIENDSHIP HOME               |LINCOLN, NE                             ||B
MARY JO|GILLESPIE|99FIS06591|1999-06-23|NBC BANK                      |12TH & O ST.  LINCOLN, NE               ||F
LOUISE|JEFFREY|99FIS06606|1999-05-24|UNIV. OF NE MED. CTR./NHS     |600 S. 42ND  OMAHA, NE                  ||I
LOUISE|JEFFREY|99FIS06606|1999-05-24|DREYFUS                       |P.O. BOX 65  NEWARK, NJ  07101          ||I
LOUISE|JEFFREY|99FIS06606|1999-05-24|FIDELITY INVESTMENTS          |82 DEVONSHIRE ST.  BOSTON, MA           ||I
LOUISE|JEFFREY|99FIS06606|1999-05-24|BANK OF NEBRASKA              |7223 S. 84TH ST.  LAVISTA, NE           ||F
DEBORAH|SUTTLE|99FIS06614|2000-03-31|HDR                           |8404 INDIAN HILL DR OMAHA NE            ||I
DEBORAH|SUTTLE|99FIS06614|2000-03-31|STATE OF NE LEGISLATURE       |STATE CAPITOL - LINCOLN NE              ||I
DEBORAH|SUTTLE|99FIS06614|2000-03-31|PRIDE                         |3534 S 108ST OMAHA NE                   ||B
DEBORAH|SUTTLE|99FIS06614|2000-03-31|AMERICAN NATIONAL BANK        |90TH & DODGE ST OMAHA NE                ||F
DEBORAH|SUTTLE|99FIS06614|2000-03-31|SMITH HAYES FINANCIAL         |1225 L ST # 200 LINCOLN NE              ||F
DEBORAH|SUTTLE|99FIS06614|2000-03-31|CONLEY/ SMITH INC             |444 REGENCY PKWY OMAHA NE               ||S
DEBORAH|SUTTLE|99FIS06614|2000-03-31|UNIVERSITY OF NE              |201 ADMINISTRATION LINCOLN NE           ||G
DEBORAH|SUTTLE|99FIS06614|2000-04-06|COUNCIL FOR STATE HEALTH      |SAN DIEGO, CA                           ||G
DEBORAH|SUTTLE|99FIS06614|2003-01-07|STATE OF NE                   |                                        ||I
DEBORAH|SUTTLE|99FIS06614|2003-01-07|PRIDE OMAHA                   |                                        ||B
DEBORAH|SUTTLE|99FIS06614|2003-01-07|LEAGUE OF WOMEN VOTERS        |                                        ||B
DEBORAH|SUTTLE|99FIS06614|2003-01-07|PTA'S OF ALL SCHOOLS          |                                        ||B
DEBORAH|SUTTLE|99FIS06614|2003-01-07|AMERICAN NATIONAL BANK        |                                        ||F
DEBORAH|SUTTLE|99FIS06614|2003-01-07|CONLOY INVESTMENTS COUNSE     |                                        ||F
DEBORAH|SUTTLE|99FIS06614|2003-01-07|UNIVERSITY OF NE              |                                        ||G
WILLIAM|JEDLICKA|99FIS06623|2001-03-21|JEDLICKA'S HARDWARE BANK      |                                        ||I
WILLIAM|JEDLICKA|99FIS06623|2001-03-21|NORTH CENTRAL PPD             |                                        ||I
WILLIAM|JEDLICKA|99FIS06623|2001-03-21|VERDIGRE VOLUNTEER FIRE       |                                        ||I
WILLIAM|JEDLICKA|99FIS06623|2001-03-21|VERDIGRE VOLUNTEE FIRE        |                                        ||B
WILLIAM|JEDLICKA|99FIS06623|2001-03-21|VERDIGRE MAIN STREET COMM     |                                        ||B
WILLIAM|JEDLICKA|99FIS06623|2001-03-21|FIRST UNITED BANK VERDIGR     |                                        ||F
WILLIAM|JEDLICKA|99FIS06623|2001-03-21|BRUNSWICK STATE BANK          |                                        ||F
WILLIAM|JEDLICKA|99FIS06623|2001-03-21|FIRST FEDERAL LINCOLN         |                                        ||F
WILLIAM|JEDLICKA|99FIS06623|2001-03-21|PINNACLE BANK                 |                                        ||C
WILLIAM|JEDLICKA|99FIS06623|2001-03-21|VILLAGE OF VERDIGRE           |                                        ||C
ESTHER|SEANOR|99FIS06645|1999-06-21|GOTHENBURG STATE BANK         |P.O. BOX 81  GOTHENBURG, NE             ||I
ESTHER|SEANOR|99FIS06645|1999-06-21|PUBLIC EMP. RETIREMENT AS     |1300 LOGAN ST.  DENVER, CO              ||I
ESTHER|SEANOR|99FIS06645|1999-06-21|NE PUBLIC EMP. RET. SYSTE     |P.O. BOX 94816  LINCOLN, NE             ||I
ESTHER|SEANOR|99FIS06645|1999-06-21|UNITED OF OMAHA LIFE INS.     |MUTUAL OF OMAHA PLAZA  OMAHA,           ||I
ESTHER|SEANOR|99FIS06645|1999-06-21|SOCIAL SECURITY-PENSION       |                                        ||I
ESTHER|SEANOR|99FIS06645|1999-06-21|NE COMMISSION FOR DEAF &      |4600 VALLEY RD.  LINCOLN, NE            ||B
ESTHER|SEANOR|99FIS06645|1999-06-21|MID PLAINS COMM. COLLEGE      |416 N. JEFFERS  NORTH PLATTE,           ||B
ESTHER|SEANOR|99FIS06645|1999-06-21|SELF HELP FOR HARD OF HEA     |7910 WOODMONT AVE.  BETHESDA,           ||B
ESTHER|SEANOR|99FIS06645|1999-06-21|GOTHENBURG STATE BANK         |GOTHENBURG, NE  69138                   ||F
TRICIA|TIGHE|99FIS06646|1999-05-10|SOUTHEAST COMM. COLLEGE       |                                        ||I
TRICIA|TIGHE|99FIS06646|1999-05-10|NEDELCO INC. (NE RELAY SE     |                                        ||I
TRICIA|TIGHE|99FIS06646|1999-05-10|STATE OF NEBRASKA             |                                        ||I
TRICIA|TIGHE|99FIS06646|1999-05-10|MADISON COUNTY BANK           |                                        ||F
JERRY|VAUGHAN|99FIS06648|1999-10-28|PRAIRIE EYE CARE CENTER       |408 S. 8TH BROKEN BOW, NE               ||I
JERRY|VAUGHAN|99FIS06648|1999-10-28|ROBERT WHEELER - ATTY         |724 SO. D., BROKEN BOW, NE              ||I
JERRY|VAUGHAN|99FIS06648|1999-10-28|ST. JOHNS EPISCOPAL CHURC     |620 N. 10TH, BROKEN BOW, NE             ||B
JERRY|VAUGHAN|99FIS06648|1999-10-28|AMERICAN FUND-IRA             |                                        ||I
JERRY|VAUGHAN|99FIS06648|1999-10-28|EQUITY-RETIREMENT PLAN        |                                        ||I
JERRY|VAUGHAN|99FIS06648|1999-10-28|UNITED NEBRASKA BANK          |901 S. D ST BROKEN BOW NE               ||F
JERRY|VAUGHAN|99FIS06648|1999-10-28|EDWARD JONES CO               |827 S. D ST BROKEN BOW NE               ||F
JERRY|VAUGHAN|99FIS06648|1999-10-28|EDWARD JONES CO               |827 S. D ST BROKEN BOW NE               ||S
JERRY|VAUGHAN|99FIS06648|2001-03-26|PRAIRIE EYE CARE CENTER       |                                        ||I
JERRY|VAUGHAN|99FIS06648|2001-03-26|PRAIRIE EYE CARE CENTER       |                                        ||B
JERRY|VAUGHAN|99FIS06648|2001-03-26|NE STATE BANK                 |                                        ||F
JERRY|VAUGHAN|99FIS06648|2001-03-26|UNITED NE BANK                |                                        ||F
JERRY|VAUGHAN|99FIS06648|2001-03-26|EDWARD JONES                  |                                        ||S
JERRY|VAUGHAN|99FIS06648|2001-03-26|EURO PACIFIC                  |                                        ||S
JERRY|VAUGHAN|99FIS06648|2001-03-26|GOLDMAN SACHS                 |                                        ||S
JERRY|VAUGHAN|99FIS06648|2001-03-26|MOTOROLA                      |                                        ||S
JERRY|VAUGHAN|99FIS06648|2001-03-26|SMALL CAMP FUNDS              |                                        ||S
JERRY|VAUGHAN|99FIS06648|2001-03-26|VOYAGER FUNDS                 |                                        ||S
JERRY|VAUGHAN|99FIS06648|2001-03-26|SOLOMAN BROTHERS              |                                        ||S
JERRY|VAUGHAN|99FIS06648|2001-03-26|AMERICAN MUTUAL FUNDS         |                                        ||S
LINDA|LAZURE|99FIS06651|1999-10-25|CREIGHTON UNIVERSITY          |2500 CALIFORNIA, OMAHA, NE              ||I
LINDA|LAZURE|99FIS06651|1999-10-25|AMERICAN NURSE ASSOC.         |WASHINGTON, DC                          ||B
LINDA|LAZURE|99FIS06651|1999-10-25|NE NURSES ASSOC.              |715 S. 14TH, LINCOLN, NE                ||B
MELVIN|MUHAMMAD|99FIS06660|2000-12-11|NE HEALTH & HUMAN SERVICE     |1313 FARNAM STREET                      ||I
MELVIN|MUHAMMAD|99FIS06660|2000-12-11|RESPECT FOR LIFE, INC         |3003 N. 45TH STREET                     ||I
MELVIN|MUHAMMAD|99FIS06660|2000-12-11|NE ASSOC OF PUBLIC EMPLOY     |                                        ||B
MELVIN|MUHAMMAD|99FIS06660|2000-12-11|NE STATE EMPLOYEES CREDIT     |330 SO 16TH STREET                      ||F
MELVIN|MUHAMMAD|99FIS06660|2000-12-11|COMMERCIAL FEDERAL BANK       |5901 NW RADIAL HWY                      ||F
LUKE|ALDY|99FIS06662|1999-05-11|SWEET & ASSOCIATES, P.C.      |7130 PACIFIC STREET  OMAHA, NE          ||I
ALOIS|NEAL|99FIS07116|2000-02-28|VALLEY BANK & TRUST           |GERING NE                               ||C
ALOIS|NEAL|99FIS07116|2000-02-28|JOHN DEERE CREDIT             |SCOTTSBLUFF NE                          ||C
GEORGE|LOVE|99FIS07128|2000-04-21|CITY OF SCHUYLER              |1102 B ST SCHUYLER NE                   ||I
GEORGE|LOVE|99FIS07128|2000-04-21|COLFAX COUNTY                 |411 B 11TH ST SCHUYLER NE               ||I
GEORGE|LOVE|99FIS07128|2000-04-21|BOARD OF DIRECTORS            |3949 TENNYSON ST DENVER CO              ||B
GEORGE|LOVE|99FIS07128|2000-04-21|FIRST NATL BANK OF COLUMB     |2513 13TH ST COLUMBUS NE                ||F
GEORGE|LOVE|99FIS07128|2000-04-21|COLUMBUS BANK TRUST           |2301 13TH ST COLUMBUS NE                ||F
ALFRED|WILSON|99FIS07134|2000-09-07|BRANNAN HOMES LTD             |1520 E OVERLAND-SCOTTSBLUFF             ||I
ALFRED|WILSON|99FIS07134|2000-09-07|BEN WILSON LTD                |140-114 CRL-MITCHELL                    ||I
ALFRED|WILSON|99FIS07134|2000-09-07|BEN WILSON LTD                |140-114 CRL-MITCHELL                    ||B
ALFRED|WILSON|99FIS07134|2000-09-07|1ST NATL BANK                 |1740 10TH STREET GERING 69341           ||F
WILLIAM|NEIMAN|99FIS07146|1999-05-12|CITY OF COLUMBUS LEG. SER     |2424 14TH ST.  COLUMBUS, NE             ||I
WILLIAM|NEIMAN|99FIS07146|1999-05-12|ANDREA BUYGI                  |402 ALHAMBRA PLACE #7  MADISON          ||I
WILLIAM|NEIMAN|99FIS07146|1999-05-12|WILLIAM LEITSCHUCK, JR.       |269 ROBLEY ST., BOX 65  MONROE          ||I
WILLIAM|NEIMAN|99FIS07146|1999-05-12|FIRST NATIONAL BANK           |3225 23RD ST.  COLUMBUS, NE             ||F
WILLIAM|NEIMAN|99FIS07146|2000-05-04|COLFAX COUNTY                 |411 E 11TH ST SCHUYLER NE               ||I
WILLIAM|NEIMAN|99FIS07146|2000-05-04|CITY OF COLUMBUS              |2424 14TH ST COLUMBUS NE                ||I
WILLIAM|NEIMAN|99FIS07146|2000-05-04|PLATTE COUNTY                 |2410 14TH ST COLUMBUS NE                ||I
WILLIAM|NEIMAN|99FIS07146|2000-05-04|KATHLEEN LAUGHLIN             |13930 GOLD CIRCLE #201 OMAHA N          ||I
WILLIAM|NEIMAN|99FIS07146|2000-05-04|NEIMAN LAW OFFICE             |3100 23RD ST COLUMBUS NE                ||B
WILLIAM|NEIMAN|99FIS07146|2000-05-04|FIRST NEBRASKA BANK           |3225 23RD ST COLUMBUS NE                ||F
WILLIAM|NEIMAN|99FIS07146|2000-05-04|US BANK                       |COLUMBUS NE                             ||F
RICHARD|SOPER|99FIS07148|1999-10-06|SOPER PRODUTION               |P.O. BOX 190, KIMBALL, NE 6914          ||I
RICHARD|SOPER|99FIS07148|1999-10-06|DEBOARD OIL PRODUCTS          |LINCOLN, NE                             ||I
RICHARD|SOPER|99FIS07148|1999-10-06|HEARTLAND OIL & GAS           |                                        ||I
RICHARD|SOPER|99FIS07148|1999-10-06|KIMBALL COUNTRY CLUB          |EAST HWY 30                             ||B
RICHARD|SOPER|99FIS07148|1999-10-06|EVERTSON COMPANIES            |KIMBALL, NE                             ||G
RICHARD|SOPER|99FIS07148|1999-10-06|Z & S CONSTRUCTION            |KIMBALL, NE                             ||G
RICHARD|SOPER|99FIS07148|1999-10-06|FLO. ROBBINS                  |KIMBALL, NE                             ||G
LAVERN|BARTELS|99FIS07153|2000-02-28|LE ENTERPRISES                |286 N 9TH ST TECUMSEH NE                ||I
LAVERN|BARTELS|99FIS07153|2000-02-28|PRAIRIE HILLS RANCH           |TECUMSEH NE                             ||I
LAVERN|BARTELS|99FIS07153|2000-02-28|LAVERN BARTELS-RENTAL         |164 GREENLY ST TECUMSEH NE              ||I
LAVERN|BARTELS|99FIS07153|2000-02-28|ELOISE FASHION&DOLLAR STO     |185 S 3RD ST TECUMSEH NE                ||I
LAVERN|BARTELS|99FIS07153|2000-02-28|AMERICAN NATIONAL BANK        |310 BROADWAY TECUMSEH NE                ||F
LAVERN|BARTELS|99FIS07153|2000-02-28|FIRST FEDERAL LINCOLN BAN     |173 S 3RD ST TECUMSEH NE                ||F
LAVERN|BARTELS|99FIS07153|2000-02-28|LUTHERAN BROTHERHOOD INSU     |625 4TH AVE S MINNEAPOLIS MN            ||C
JAMES|MCKENZIE|99FIS07160|2000-03-14|STATE OF NEBRASKA             |PO BOX 94661 LINCOLN NE                 ||I
JAMES|MCKENZIE|99FIS07160|2000-03-14|NATIONAL BANK OF COMMERCE     |LINCOLN NE                              ||F
JAMES|MCKENZIE|99FIS07160|2000-03-14|NATIONAL BANK OF COMMERCE     |LINCOLN NE                              ||C
LYNETTE|BEERMANN|99FIS07171|2000-01-18|CLERK OF DISTRICT COURT       |PO BOX 66 DAKOTA CITY NE 68731          ||I
LYNETTE|BEERMANN|99FIS07171|2000-01-18|SIOUXLAND FED CREDIT UNIO     |SOUTH SIOUX CITY NE                     ||F
LYNETTE|BEERMANN|99FIS07171|2000-01-18|FIRSTAR BANK                  |SIOUX CITY IA                           ||F
LYNETTE|BEERMANN|99FIS07171|2000-01-18|SIOUXLAND BANK                |SOUTH SIOUX XITY NE                     ||F
LYNETTE|BEERMANN|99FIS07171|2000-01-18|LUTHERAN BROTHERHOOD          | IRA                                    ||S
LYNETTE|BEERMANN|99FIS07171|2001-03-05|CLERK OF DIST. COURT          |                                        ||I
LYNETTE|BEERMANN|99FIS07171|2001-03-05|SIOUXLAND FEDERAL CREDIT      |                                        ||F
LYNETTE|BEERMANN|99FIS07171|2001-03-05|FIRSTAR BANK                  |                                        ||F
LYNETTE|BEERMANN|99FIS07171|2001-03-05|SIOUXLAND BANK                |                                        ||F
GENE|GREGG|99FIS07188|2000-03-02|GREGG SAND GRAVEL & CONCR     |RR 1 BOX 149 AINSWORTH NE               ||I
GENE|GREGG|99FIS07188|2000-03-02|COMMUNITY SENIOR CENTER       |                                        ||B
GENE|GREGG|99FIS07188|2000-03-02|COMMERCIAL NATL BANK          |AINSWORTH NE                            ||F
GENE|GREGG|99FIS07188|2000-03-02|FIRST NATL BANK               |AINSWORTH NE                            ||F
CARL|HAINES|99FIS07191|2001-03-01|ADAMS BANK & TRUST            |375 N. SPRUCE ST                        ||F
CARL|HAINES|99FIS07191|2001-03-01|FARM CREDIT SRVC OF AMERI     |206 SOUTH 19TH STREET                   ||C
CARL|HAINES|99FIS07191|2001-03-01|UNITED STATE GOVERNMENT       |                                        ||I
CARL|HAINES|99FIS07191|2001-03-01|KEITH COUNTY                  |511 N. SPRUCE ST                        ||I
CARL|HAINES|99FIS07191|2001-03-01|USS INVESTMENT MANAGEMENT     |9800 FREDERICKSBURG RD                  ||I
CARL|HAINES|99FIS07191|2001-03-01|ST LUKE'S CHURCH              |417 E 3RD ST                            ||B
CARL|HAINES|99FIS07191|2001-03-01|OGALLALA COUNTRY CLUB         |RR 1                                    ||B
CARL|HAINES|99FIS07191|2001-03-01|REGION II HHS                 |PO BOX 1208                             ||B
CARL|HAINES|99FIS07191|2001-03-01|SANDHILLS DISTRICT HEALTH     |55 E. RIVER ROAD                        ||B
CARL|HAINES|99FIS07191|2001-03-01|REGIONAL ECONOMIC DEVELOP     |411 E. 2ND STREET                       ||B
CARL|HAINES|99FIS07191|2001-03-01|W CENTRAL AREA AGENCY ON      |120 WEST SECOND STREET                  ||B
MURRAY|LARSON|99FIS07200|2000-03-01|SOCIAL SECURITY               |                                        ||I
MURRAY|LARSON|99FIS07200|2000-03-01|MID-AMERICAN PENISON          |                                        ||I
MURRAY|LARSON|99FIS07200|2000-03-01|DAKOTA CITY METHODIST CHU     |1520 LOCUST DAKOTA CITY NE              ||B
MURRAY|LARSON|99FIS07200|2000-03-01|NEBRASKA STATE BANK           |21ST & DAKOTA S SIOUX CITY NE           ||F
MURRAY|LARSON|99FIS07200|2000-03-01|MIDWEST CREDIT UNION          |2400 4TH SIOUX CITY IA                  ||F
MURRAY|LARSON|99FIS07200|2000-03-01|PIPER JAFFREY                 |                                        ||S
MURRAY|LARSON|99FIS07200|2000-03-01|WERNER GROUP                  |                                        ||S
JAY|SORENSEN|99FIS07228|2000-03-01|NELSON & ASSOC                |112 E 21ST S SIOUX CITY NE              ||I
JAY|SORENSEN|99FIS07228|2000-03-01|DAKOTA COUNTY BANK            |DAKOTA AVE S SIOUX CITY NE              ||F
CHARLES|GONKA|99FIS07251|2000-02-28|1ST NATIONAL BANK             |3225 23RD ST COLUMBUS NE                ||F
JERRY|HAGGADONE|99FIS06785|1999-06-30|RENTAL PROPERTY               |1023 PLATTE AVE.  YORK, NE              ||I
JERRY|HAGGADONE|99FIS06785|1999-06-30|MANUFACTURED HOUSING ASS.     |P.O. BOX 32309  OKLAHOMA CITY,          ||B
JERRY|HAGGADONE|99FIS06785|1999-06-30|MISSOURI MANUF. HOUSING       |INSTITUTE)  JEFFERSON CITY, MO          ||B
JERRY|HAGGADONE|99FIS06785|1999-06-30|NE MANUF. HOUSING INSTITU     |5300 WEST "O"  LINCOLN, NE              ||B
JERRY|HAGGADONE|99FIS06785|1999-06-30|1ST NATIONAL BANK OF YORK     |6TH & LINCOLN AVE.  YORK, NE            ||F
JERRY|HAGGADONE|99FIS06785|1999-06-30|AAL-AID ASSOC. FOR LUTHER     |                                        ||S
JERRY|HAGGADONE|99FIS06785|1999-06-30|AMERICAN EXP. FINANCIAL       |PLANNING)                               ||S
JERRY|HAGGADONE|99FIS06785|1999-06-30|FANTASTIC VENT                |                                        ||S
JERRY|HAGGADONE|99FIS06785|1999-06-30|CHAMPION ENTERPRISES          |                                        ||S
JERRY|HAGGADONE|99FIS06785|1999-06-30|YORK STATE BANK               |7TH & LINCOLN AVE.  YORK, NE            ||C
JERRY|HAGGADONE|99FIS06785|1999-06-30|CHAMPION HOME BUILDERS CO     |P.O. BOX 585  YORK, NE                  ||I
JERRY|HAGGADONE|99FIS06785|2001-03-26|CHAMPION HOME BLDRS.          |                                        ||I
JERRY|HAGGADONE|99FIS06785|2001-03-26|RENTAL PROPERTY               |406 E. 8TH, YORK                        ||I
JERRY|HAGGADONE|99FIS06785|2001-03-26|RENTAL PROPERTY               |406 NEBRASKA AVE, YORK                  ||I
JERRY|HAGGADONE|99FIS06785|2001-03-26|MANU. HOUSING OF OKLAHOMA     |                                        ||B
JERRY|HAGGADONE|99FIS06785|2001-03-26|MISSOURI MANU. HOUSING        |                                        ||B
JERRY|HAGGADONE|99FIS06785|2001-03-26|NE MANU. HOUSING INSTITUT     |                                        ||B
JERRY|HAGGADONE|99FIS06785|2001-03-26|RV/MH HERITAGE FOUNDATION     |                                        ||B
JERRY|HAGGADONE|99FIS06785|2001-03-26|1ST NATIONAL BANK OF YORK     |                                        ||F
JERRY|HAGGADONE|99FIS06785|2001-03-26|AAL                           |                                        ||S
JERRY|HAGGADONE|99FIS06785|2001-03-26|AMERICAN EXPRESS FIN. PLA     |                                        ||S
JERRY|HAGGADONE|99FIS06785|2001-03-26|FANTASTIC VENT                |                                        ||S
JERRY|HAGGADONE|99FIS06785|2001-03-26|CHAMPION ENTERPRISES          |                                        ||S
CHARLES|TINES|99FIS06797|2001-03-21|WESTERN NE FARM CO.           |                                        ||I
CHARLES|TINES|99FIS06797|2001-03-21|VENANGO FARM LLC              |                                        ||I
CHARLES|TINES|99FIS06797|2001-03-21|FARM SERVICE AGENCY           |                                        ||I
CHARLES|TINES|99FIS06797|2001-03-21|WASHINGTON MUTUAL FUNDS       |                                        ||I
CHARLES|TINES|99FIS06797|2001-03-21|NE WHEAT GROWERS              |                                        ||B
CHARLES|TINES|99FIS06797|2001-03-21|VENANGO LIONS                 |                                        ||B
CHARLES|TINES|99FIS06797|2001-03-21|ADAMS BANK-TRUST              |                                        ||F
LANCE|LANG|99FIS06801|1999-05-13|CITY OF KEARNEY               |18 E. 22ND ST.  KEARNEY, NE             ||I
LANCE|LANG|99FIS06801|1999-05-13|PLATTE VALLEY STATE BANK      |2222 1ST AVE.  KEARNEY, NE              ||F
KATHLEEN|REEVES|99FIS06806|1999-05-17|G.E.                          |                                        ||S
KATHLEEN|REEVES|99FIS06806|1999-05-17|LUCENT                        |                                        ||S
KATHLEEN|REEVES|99FIS06806|1999-05-17|FREMONT TRUST ACCOUNT         |                                        ||S
KATHLEEN|REEVES|99FIS06806|1999-05-17|LINSCO ACCOUNT                |                                        ||S
KATHLEEN|REEVES|99FIS06806|1999-05-17|THE COPY SHOP                 |222 W. MILITARY  FREMONT, NE            ||I
KATHLEEN|REEVES|99FIS06806|1999-05-17|STATE OF NEBRASKA             |PROPERTY TAX DIVISION                   ||I
KATHLEEN|REEVES|99FIS06806|1999-05-17|FREMONT NATIONAL BANK         |FREMONT, NE                             ||F
KATHLEEN|REEVES|99FIS06806|1999-05-17|TRAVELERS                     |                                        ||S
ROBERT|KING|99FIS06818|1999-06-03|FIRST STATE BANK OF HORDV     |P.O. BOX 65  HORDVILLE, NE              ||F
ROBERT|KING|99FIS06818|1999-06-03|FIRST STATE BANK OF LOOMI     |P.O. BOX 230  LOOMIS, NE                ||F
ROBERT|KING|99FIS06818|1999-06-03|FIRST NAT'L. BANK OF WILC     |P.O. BOX 208  WILCOX, NE                ||F
ROBERT|KING|99FIS06818|1999-06-03|PLATTE VALLEY STATE BANK      |2222 1ST AVE.  KEARNEY, NE              ||F
ROBERT|KING|99FIS06818|1999-06-03|LINCOLN FEDERAL SAVINGS       |720 4TH AVE.  HOLDREGE, NE              ||F
ROBERT|KING|99FIS06818|1999-06-03|HOME FEDERAL SAVINGS/LOAN     |P.O. BOX 960  LEXINGTON, NE             ||F
ROBERT|KING|99FIS06818|1999-06-03|HARLAN COUNTY BANK            |P.O. BOX 140  ALMA, NE                  ||F
ROBERT|KING|99FIS06818|1999-06-03|MUNICIPAL BONDS               |                                        || 
ROBERT|KING|99FIS06818|1999-06-03|MERRICK CO. SCHOOL BOARD      |                                        ||S
ROBERT|KING|99FIS06818|1999-06-03|MUNICIPAL ENERGY AGENCY       |                                        ||S
ROBERT|KING|99FIS06818|1999-06-03|CITY OF HASTINGS BOND         |                                        ||S
ROBERT|KING|99FIS06818|1999-06-03|PHELPS CO. SCHOOL BOND        |                                        ||S
ROBERT|KING|99FIS06818|1999-06-03|OMAHA AUDITORIUM REVENUE      |BOND)                                   ||S
ROBERT|KING|99FIS06818|1999-06-03|WESTSIDE COMM. SCHOOLS        |BOND)                                   ||S
ROBERT|KING|99FIS06818|1999-06-03|COLFAX CO. SCHOOL BOND        |                                        ||S
ROBERT|KING|99FIS06818|1999-06-03|UNIVERSITY OF NE BOARD OF     |REGENTS BONDS)                          ||S
ROBERT|KING|99FIS06818|1999-06-03|CREIGHTON UNIVERSITY BOND     |                                        ||S
ROBERT|KING|99FIS06818|1999-06-03|PHELPS HOSPITAL AUTH.         |                                        ||S
ROBERT|KING|99FIS06818|1999-06-03|DOUGLAS CO. HOSPITAL REV.     |                                        ||S
ROBERT|KING|99FIS06818|1999-06-03|HOLDREGE DAILY CITIZEN        |P.O. BOX 344  HOLDREGE, NE              ||I
ROBERT|KING|99FIS06818|1999-06-03|ERICKSON FAMILY PARTNERSH     |HWY. 66  HORDVILLE, NE                  ||I
ROBERT|KING|99FIS06818|1999-06-03|ROBERT D. KING-FARM           |2203 HWY. 66  HORDVILLE, NE             ||I
ROBERT|KING|99FIS06818|1999-06-03|HERITAGE APARTMENTS           |HOLDREGE, NE  68949                     ||B
