Committee Name|Committee ID|Date Last Revised|Last Revised By|Date Received|Postmark Date|Microfilm Number|Type of Contributor|PAC ID|Description Of Services|Report ID|PAC Name
JOHN HENRY'S PLUMBING, HEATING CO.|99CON00807|2004-09-27|CORIEJ  |2004-09-23|2004-09-22|6840205|C|          ||
AUSTIN REALTY, INC.|99CUA01447|1999-04-12|        |1990-10-11|1990-10-11|0000000|C|          ||
AUSTIN REALTY, INC.|99CUA01447|1999-04-12|        |1990-12-11|1990-12-11|3320040|C|          ||
CORNHUSKER MOTOR LINES, INC.|99CUA01448|1999-04-12|        |1992-11-04|1992-11-05|3810035|C|          ||
MEYLAN ENTERPRISES, INC.|99CUA01449|1999-04-12|        |1993-04-22|1993-04-23|3960217|C|          ||
ADAMS CONSTRUCTION CO.|99CUA01450|1999-04-12|        |1990-04-25|1990-04-25|3140139|C|          ||
ADAMS CONSTRUCTION CO.|99CUA01450|2003-03-03|SERENAD |2003-02-28|2003-02-27|6520025|C|          ||
BISH, INC.|99CUA01451|1999-04-12|        |1990-05-30|1990-05-30|3180125|C|          ||
MAKI BOB ASSOCIATES, INC.|99CUA01452|1999-04-12|        |1985-07-09|1985-07-09|1890146|C|          ||
BOLTE OIL AND SUPPLY INCORPORATED|99CUA01453|1999-04-12|        |1986-09-10|1986-09-10|2180047|C|          ||
CENTRAL CYLINDER SERVICE INC.|99CUA01454|1999-04-12|        |1988-07-28|1988-07-28|2660224|C|          ||
COMMERCIAL AIR MANAGEMENT, INC.|99CUA01455|1999-04-12|        |1987-05-12|1987-05-12|2420199|C|          ||
DOLAN, DANIEL G. P.C.|99CUA01456|1999-04-12|        |1986-05-02|1986-05-02|2090054|C|          ||
HIGH DAVID FARMS, LTD.|99CUA01457|1999-04-12|        |1984-06-05|1984-06-04|1670177|C|          ||
HERZOG, DAVID L. P.C.|99CUA01458|1999-04-12|        |1986-02-27|1986-02-27|0000000|C|          ||
HERZOG, DAVID L. P.C.|99CUA01458|1999-04-12|        |1996-05-16|1996-05-24|4770123|C|          ||
JIPP ED CONSTRUCTION CO.|99CUA01459|1999-04-12|        |1985-01-29|1985-01-29|1770089|C|          ||
JIPP ED CONSTRUCTION CO.|99CUA01459|1999-04-12|        |1986-07-28|1986-07-28|2160222|C|          ||
FINANCIAL MARKETING, INC.|99CUA01460|1999-04-12|        |1990-06-15|1990-06-15|3190008|C|          ||
GARWICK CORP.|99CUA01461|1999-04-12|        |1984-04-20|1984-04-20|1650057|C|          ||
GENE LILLY SURETY BONDS|99CUA01462|1999-04-12|        |1984-08-20|1984-08-20|1700062|C|          ||
GENE LILLY SURETY BONDS|99CUA01462|1999-04-12|        |1985-05-22|1985-05-22|1880061|C|          ||
GENE LILLY SURETY BONDS|99CUA01462|1999-04-12|        |1986-08-22|1986-08-22|2180005|C|          ||
GENE LILLY SURETY BONDS|99CUA01462|1999-04-12|        |1990-02-26|1990-02-26|3040089|C|          ||
GENE LILLY SURETY BONDS|99CUA01462|1999-04-12|        |1999-03-09|1999-03-08|5630168|C|          ||
GENE LILLY SURETY BONDS|99CUA01462|1999-09-13|SHELLYS |1999-09-09|1999-09-08|5750181|P|          ||
HARRIS BROS., INC.|99CUA01463|1999-04-12|        |1990-02-05|1990-02-05|0001024|C|          ||
HAWKINS MFG. INC.|99CUA01464|1999-04-12|        |1990-05-09|1990-05-09|3160222|C|          ||
CARLSON JOHN W. P.C.|99CUA01465|1999-04-12|        |1984-03-12|1984-03-12|1580006|C|          ||
KNUDSEN, INC.|99CUA01466|1999-04-12|        |1985-10-01|1985-10-01|1900113|C|          ||
KOYEN, CLARKE & ASSOCIATES, INC.|99CUA01467|1999-04-12|        |1986-08-14|1986-08-14|2170112|C|          ||
KY. INDEPENDENT PLUMBING & HEATING, INC.|99CUA01468|1999-04-12|        |1990-05-30|1990-05-30|3180130|C|          ||
KY. INDEPENDENT PLUMBING & HEATING, INC.|99CUA01468|1999-04-12|        |1996-05-29|1996-05-31|4780098|C|          ||
LARSON CEMENT STONE CO.|99CUA01469|1999-04-12|        |1988-01-19|1988-01-19|2480092|C|          ||
LARSON CEMENT STONE CO.|99CUA01469|1999-04-12|        |1997-05-27|1997-05-23|5100007|C|          ||
LESOING TRUCK REBUILDING AND RADIATOR REPAIR, INC.|99CUA01470|1999-04-12|        |1989-10-02|1989-10-02|2920216|C|          ||
LINDELL SIGNS DISPLAY POSTER, INC.|99CUA01471|1999-04-12|        |1985-05-06|1985-05-06|1870140|C|          ||
LINDELL SIGNS DISPLAY POSTER, INC.|99CUA01471|1999-04-12|        |1986-08-08|1986-08-08|2170039|C|          ||
MADISON GW, INC.|99CUA01472|1999-04-12|        |1986-07-22|1986-07-22|2160128|C|          ||
GORGES MIKE PONTIAC-GMC, INC.|99CUA01473|1999-04-12|        |1987-08-26|1987-08-26|2450073|C|          ||
MORNING VIEW FARMS, INC.|99CUA01474|1999-04-12|        |1984-08-08|1984-08-08|1690176|C|          ||
NELSON REFRIGERATION INC.|99CUA01475|1999-04-12|        |1984-10-18|1984-10-18|1720068|C|          ||
NELSON REFRIGERATION INC.|99CUA01475|1999-04-12|        |1997-08-19|1997-08-18|5120070|C|          ||
NORTH PLATTE SURGICAL ASSOCIATES, P.C.|99CUA01476|1999-04-12|        |1984-05-17|1984-05-17|1670054|C|          ||
N. PITLOR & SON, INC.|99CUA01477|1999-04-12|        |1986-05-02|1986-05-02|2090062|C|          ||
N. PITLOR & SON, INC.|99CUA01477|1999-04-12|        |1989-11-01|1989-11-01|2930097|C|          ||
N. PITLOR & SON, INC.|99CUA01477|1999-04-12|        |1990-04-12|1990-04-12|3120067|C|          ||
N. PITLOR & SON, INC.|99CUA01477|1999-06-01|SHELLYS |1999-05-28|1999-05-21|5730063|C|          ||
MULLENDORE R. A. CONSULTANTS, INC.|99CUA01478|1999-04-12|        |1990-05-14|1990-05-14|3170218|C|          ||
JOHNSON R. A. CONTRACTING, INC.|99CUA01479|1999-04-12|        |1986-09-18|1986-09-18|2180104|C|          ||
MOORE R. J. OIL, INC.|99CUA01480|1999-04-12|        |1984-08-22|1984-08-22|1700077|C|          ||
MOORE R. J. OIL, INC.|99CUA01480|1999-04-12|        |1985-05-14|1985-05-14|1870238|C|          ||
RAY CURT INSURANCE AGENCY, INC.|99CUA01481|1999-04-12|        |1990-04-17|1990-04-17|3140017|C|          ||
DOBSON REGINALD & SONS, INC.|99CUA01482|1999-04-12|        |1984-08-17|1984-08-17|1690233|C|          ||
REYNOLDS VERNE AND HELEN L. INC.|99CUA01483|1999-04-12|        |1989-12-08|1989-12-08|2940037|C|          ||
RIDDELL FARMS, INC.|99CUA01484|1999-04-12|        |1986-07-21|1986-07-21|2160133|C|          ||
RIDDELL FARMS, INC.|99CUA01484|1999-04-12|        |1988-07-07|1988-07-07|2660109|C|          ||
BREMERS, ROLAND M. INC.|99CUA01485|1999-04-12|        |1986-10-20|1986-10-20|2210072|C|          ||
BAILEY ROLLIN R., P.C.|99CUA01486|1999-04-12|        |1990-05-01|1990-05-01|3150111|C|          ||
STAHLA RON HOMES, INC.|99CUA01487|1999-04-12|        |1984-03-21|1984-03-20|1590219|C|          ||
RONI, INC.|99CUA01488|1999-04-12|        |1985-04-15|1985-04-15|1860193|C|          ||
KASNER SANDY CARPETING, INC.|99CUA01489|1999-04-12|        |1990-03-12|1990-03-12|3070017|C|          ||
STOWELL, ROBERT D. P.C.|99CUA01490|1999-04-12|        |1989-11-20|1989-11-20|2930196|C|          ||
UPTOWN CATTLE COMPANY|99CUA01491|1999-04-12|        |1984-04-11|1984-04-10|1640149|C|          ||
FOWLES WILLIAM L., M.D., P.C.|99CUA01492|1999-04-12|        |1987-04-27|1987-04-27|2410226|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|1999-04-12|        |1993-05-28|1993-06-01|3980171|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|1999-04-12|        |1997-05-08|1997-05-07|5080138|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|1999-04-12|        |1997-06-09|1997-06-06|5100141|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|1999-04-12|        |1998-04-06|1998-04-03|5320059|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|1999-04-12|        |1998-05-07|1998-05-06|5360076|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|1999-04-12|        |1999-02-05|1999-02-04|5580122|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|1999-04-19|SHELLYS |1999-04-12|1999-04-09|5700090|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|2000-07-10|GARYA   |2000-07-07|2000-07-06|5960149|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|2000-11-15|KAREN   |2000-11-07|2000-11-06|6010040|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|2001-04-12|KAREN   |2001-04-06|2001-04-05|6150182|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|2001-05-14|SERENAD |2001-05-07|2001-05-04|6180049|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|2001-06-18|PATTIEV |2001-06-11|2001-06-11|6190230|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|2001-09-17|TERII   |2001-09-11|2001-09-10|6210155|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|2002-01-14|TERII   |2002-01-07|2002-01-04|6230215|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|2002-04-15|TERII   |2002-04-08|2002-04-05|6370231|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|2002-10-15|TERII   |2002-10-08|2002-10-07|6450017|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|2003-01-13|SERENAD |2003-01-07|2003-01-06|6480216|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|2003-04-14|SERENAD |2003-04-07|2003-04-04|6600199|C|          ||
BRESTER CONSTRUCTION INC. |99CUA01493|2003-05-12|SERENAD |2003-05-07|2003-05-06|6610173|C|          ||
CENTRAL STATES INDEMNITY CO. OF OMAHA|99CUA01494|1999-04-12|        |1993-08-04|1993-08-09|4000062|C|          ||
CENTRAL STATES INDEMNITY CO. OF OMAHA|99CUA01494|1999-04-12|        |1994-02-03|1994-02-04|4080128|C|          ||
CENTRAL STATES INDEMNITY CO. OF OMAHA|99CUA01494|1999-04-12|        |1995-04-12|1995-10-13|4530153|C|          ||
CENTRAL STATES INDEMNITY CO. OF OMAHA|99CUA01494|1999-04-12|        |1996-06-12|1996-06-11|4790105|C|          ||
CENTRAL STATES INDEMNITY CO. OF OMAHA|99CUA01494|2002-01-14|TERII   |2002-01-07|2002-01-04|6230216|C|          ||
CENTRAL STATES INDEMNITY CO. OF OMAHA|99CUA01494|2002-10-08|TERII   |2002-10-01|2002-09-30|6440102|C|          ||
CENTRAL STATES INDEMNITY CO. OF OMAHA|99CUA01494|2004-01-14|CHERYLD |2004-01-09|2004-01-08|6650068|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|1999-04-12|        |1993-08-11|1993-08-12|4000103|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|1999-04-12|        |1996-03-11|1996-03-18|4650184|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|1999-04-12|        |1997-02-18|1997-02-13|4940124|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|1999-04-12|        |1997-03-05|1997-03-04|4950163|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|1999-04-12|        |1997-04-03|1997-04-02|5040077|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|1999-04-12|        |1997-04-07|1997-04-04|5050063|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|1999-04-12|        |1997-08-12|1997-08-11|5120018|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|1999-04-12|        |1998-06-17|1998-06-16|5390239|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|1999-04-12|        |1999-04-07|1999-04-06|9990051|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|1999-06-14|SHELLYS |1999-06-08|1999-06-07|5730149|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|1999-10-04|SERENAD |1999-09-29|1999-09-28|5760005|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|2000-02-14|KIMH    |2000-02-09|2000-02-08|5810136|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|2000-05-22|SERENAD |2000-05-17|2000-05-16|5940173|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|2000-10-17|KAREN   |2000-10-12|2000-10-11|5990021|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|2000-12-12|KAREN   |2000-12-04|2000-12-01|6010186|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|2001-02-21|KAREN   |2001-02-15|2001-02-14|6050122|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|2001-04-19|SERENAD |2001-04-12|2001-04-11|6160044|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|2002-01-22|TERII   |2002-01-18|2002-01-17|6240200|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|2004-11-08|SERENAD |2004-11-03|2004-11-02|6870198|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|2005-01-18|CORIEJ  |2005-01-10|2005-01-10|6900156|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|2005-02-23|CORIEJ  |2005-01-20|2005-01-19|6910033|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|2005-02-24|CORIEJ  |2005-02-09|2005-02-07|6920223|C|          ||
BENCHMARK HOMES, INC.|99CUA01495|2005-03-07|CORIEJ  |2005-03-04|2005-03-03|6930239|C|          ||
FRENCH FARMS, INC.|99CUA01496|1999-04-12|        |1991-03-11|1993-08-25|3430074|C|          ||
KIMBERLY FARMS, INC.|99CUA01497|1999-04-12|        |1991-12-02|1993-09-03|3530153|C|          ||
LABENZ TRUCKING, INC.|99CUA01498|1999-04-12|        |1993-10-08|1993-10-12|4010117|C|          ||
BANEY'S, INC.|99CUA01499|1999-04-12|        |1986-09-23|1986-09-23|2180138|C|          ||
H & W HEINS, INC.|99CUA01500|1999-04-12|        |1986-09-02|1986-09-02|2180002|C|          ||
BRAGER J. C. CO.|99CUA01501|1999-04-12|        |1990-07-25|1990-07-25|3220005|C|          ||
P.W.C. CONSTRUCTION CORP.|99CUA01502|1999-04-12|        |1990-01-17|1990-01-17|2970019|C|          ||
QUALITY HEALTH CARE FACILITIES, INC.|99CUA01503|1999-04-12|        |1994-04-01|1994-04-04|4200147|C|          ||
POLAND OIL, INC.|99CUA01504|1999-04-12|        |1994-04-05|1994-04-08|4210206|C|          ||
UROLOGY CLINIC, P.C.|99CUA01505|1999-04-12|        |1994-04-11|1994-04-13|4230049|C|          ||
PLAINS MOTEL, INC.|99CUA01506|1999-04-12|        |1994-05-09|1994-05-10|4260118|C|          ||
OSTGREN JIM CONSTRUCTION CO., INC.|99CUA01507|1999-04-12|        |1994-05-10|1994-05-12|4260116|C|          ||
CENTRAL VALLEY IRRIGATION, INC.|99CUA01508|1999-04-12|        |1994-05-02|1994-05-12|4250184|C|          ||
WALLER LLOYD FEEDLOT, INC.|99CUA01509|1999-04-12|        |1994-05-02|1994-05-12|4250214|C|          ||
HOLDREGE VET CLINIC, P.C.|99CUA01510|1999-04-12|        |1994-05-19|1994-05-20|4260204|C|          ||
WALLER F. J. ENTERPRISES, CO.|99CUA01511|1999-04-12|        |1994-05-19|1994-05-20|4260199|C|          ||
HOLEN LAND & CATTLE, INC.|99CUA01512|1999-04-12|        |1994-08-26|1994-08-29|4310122|C|          ||
CAPITOL BUREAU OF INVESTIGATION, INC.|99CUA01513|1999-04-12|        |1994-09-07|1994-09-08|4310189|C|          ||
BRADLEY BANCORP.|99CUA01514|1999-04-12|        |1994-09-20|1994-09-21|4320022|C|          ||
NORTHERN BORDER PIPELINE COMPANY|99CUA01515|1999-04-12|        |1994-10-12|1994-10-13|4330250|C|          ||
SIXTH STREET PHARMACY, INC.|99CUA01516|1999-04-12|        |1994-10-24|1994-10-25|4340184|C|          ||
AMERICAN ELECTRONICS, INC.|99CUA01517|1999-04-12|        |1984-08-20|1984-08-20|1700049|C|          ||
C & L INDUSTRIES, INC.|99CUA01518|1999-04-12|        |1990-10-16|1990-10-16|3260210|C|          ||
MINNEGASCO, INC.|99CUA01520|1999-04-12|        |1990-01-25|1990-01-25|2970188|C|          ||
MINNEGASCO, INC.|99CUA01520|1999-04-12|        |1990-01-26|1990-01-25|2970188|C|          ||
MINNEGASCO, INC.|99CUA01520|1999-04-12|        |1990-02-14|1990-02-14|3010069|C|          ||
MINNEGASCO, INC.|99CUA01520|1999-04-12|        |1990-11-13|1990-11-13|3300198|C|          ||
MINNEGASCO, INC.|99CUA01520|1999-04-12|        |1991-01-17|1991-01-17|3340167|C|          ||
MINNEGASCO, INC.|99CUA01520|1999-04-12|        |1991-06-04|1991-06-04|3500029|C|          ||
MINNEGASCO, INC.|99CUA01520|1999-04-12|        |1991-11-12|1991-11-11|3530040|C|          ||
MINNEGASCO, INC.|99CUA01520|1999-04-12|        |1992-08-06|1992-08-06|3760171|C|          ||
MINNEGASCO, INC.|99CUA01520|1999-04-12|        |1992-11-10|1992-11-10|3810149|C|          ||
MINNEGASCO, INC.|99CUA01520|1999-04-12|        |1992-11-23|1992-11-24|3820001|C|          ||
MINNEGASCO, INC.|99CUA01520|1999-04-12|        |1993-01-04|1993-01-05|3830206|C|          ||
WELLS PHARMACY, INC.|99CUA01521|1999-04-12|        |1994-02-14|1994-02-15|4100050|C|          ||
NORWEST FINANCIAL NEBRASKA, INC.|99CUA01522|1999-04-12|        |1994-04-11|1994-04-13|4230041|C|          ||
FINANCIAL INSTITUTIONS OF NEBRASKA|99CUA01523|1999-04-12|        |1984-01-11|1984-01-11|1520034|C|          ||
FINANCIAL INSTITUTIONS OF NEBRASKA|99CUA01523|1999-04-12|        |1984-03-12|1984-03-12|1580007|C|          ||
FINANCIAL INSTITUTIONS OF NEBRASKA|99CUA01523|1999-04-12|        |1984-05-11|1984-05-11|1660220|C|          ||
MIDLANDS INTERNATIONAL TRUCKS, INC.|99CUA01524|1999-04-12|        |1985-11-27|1985-11-27|1910032|C|          ||
BEVERLY ENTERPRISES|99CUA01525|1999-04-12|        |1994-04-11|1994-04-14|4230023|C|          ||
BEVERLY ENTERPRISES|99CUA01525|2004-05-07|CHERYLD |2004-04-26|2004-04-26|6790078|C|          ||
BEVERLY ENTERPRISES|99CUA01525|2004-07-26|SERENAD |2004-07-19|2004-07-17|6830061|C|          ||
BEVERLY ENTERPRISES|99CUA01525|2004-09-07|CORIEJ  |2004-09-03|2004-09-01|6840044|C|          ||
BEVERLY ENTERPRISES|99CUA01525|2004-10-13|CORIEJ  |2004-10-08|2004-10-08|6850177|C|          ||
BEVERLY ENTERPRISES|99CUA01525|2004-11-15|SERENAD |2004-11-12|2004-11-10|6880034|C|          ||
BEVERLY ENTERPRISES|99CUA01525|2004-12-06|SERENAD |2004-11-29|2004-11-23|6880132|C|          ||
CHRISTIANSON INVESTIGATIONS, INC.|99CUA01526|1999-04-12|        |1989-10-10|1989-10-10|2920242|C|          ||
UNIVERSAL WARRANTY CORPORATION|99CUA01527|1999-04-12|        |1991-02-13|1991-02-13|3370232|C|          ||
UNIVERSAL WARRANTY CORPORATION|99CUA01527|1999-04-12|        |1997-06-10|1997-06-09|5100173|C|          ||
THOUSAND ADVENTURES, INC.|99CUA01528|1999-04-12|        |1991-03-22|1991-03-22|3440137|C|          ||
THOUSAND ADVENTURES, INC.|99CUA01528|1999-04-12|        |1991-05-22|1991-05-22|3490164|C|          ||
THOUSAND ADVENTURES, INC.|99CUA01528|1999-04-12|        |1991-11-27|1991-11-26|3530116|C|          ||
THOUSAND ADVENTURES, INC.|99CUA01528|1999-04-12|        |1994-03-23|1994-03-24|0000000|C|          ||
MAENNER/HORGAN DEVELOPMENT COMPANY|99CUA01634|1999-04-12|        |1989-04-03|1989-03-14|2850084|C|          ||
MAENNER/HORGAN DEVELOPMENT COMPANY|99CUA01634|1999-04-12|        |1989-12-27|1989-12-27|2940163|C|          ||
MAENNER/HORGAN DEVELOPMENT COMPANY|99CUA01634|1999-04-12|        |1991-06-28|1991-06-28|3500191|C|          ||
MAENNER/HORGAN DEVELOPMENT COMPANY|99CUA01634|1999-04-12|        |1997-04-18|1997-04-17|5060030|C|          ||
RIVERSIDE LODGE, INC.|99CUA01635|1999-04-12|        |1988-09-15|1988-09-15|2680024|C|          ||
RIVERSIDE LODGE, INC.|99CUA01635|1999-04-12|        |1989-10-18|1989-10-18|2930032|C|          ||
RIVERSIDE LODGE, INC.|99CUA01635|1999-04-12|        |1990-01-05|1990-01-05|2950061|C|          ||
RIVERSIDE LODGE, INC.|99CUA01635|1999-04-12|        |1998-05-08|1998-05-07|5360130|C|          ||
COMMONWEALTH ELECTRIC COMPANY|99CUA01636|1999-04-12|        |1984-05-14|1984-05-14|0001670|C|          ||
COMMONWEALTH ELECTRIC COMPANY|99CUA01636|1999-04-12|        |1985-04-18|1985-04-18|0001860|C|          ||
COMMONWEALTH ELECTRIC COMPANY|99CUA01636|1999-04-12|        |1986-05-12|1986-05-12|0002110|C|          ||
COMMONWEALTH ELECTRIC COMPANY|99CUA01636|1999-04-12|        |1987-11-25|1987-11-25|0002460|C|          ||
COMMONWEALTH ELECTRIC COMPANY|99CUA01636|1999-04-12|        |1990-02-16|1990-02-16|0003010|C|          ||
COMMONWEALTH ELECTRIC COMPANY|99CUA01636|1999-09-20|SHELLYS |1999-09-16|1999-09-15|5750207|C|          ||
COMMONWEALTH ELECTRIC COMPANY|99CUA01636|2000-12-19|KAREN   |2000-12-11|2000-12-08|6010223|C|          ||
COMMONWEALTH ELECTRIC COMPANY|99CUA01636|2001-04-06|KAREN   |2001-03-30|2001-03-29|6130156|C|          ||
PERSONAL P.C. CONSULTANTS, INC.|99CUA01637|1999-04-12|        |1989-11-01|1989-11-01|2930098|C|          ||
THOROUGHBRED OF NEBRASKA, INC.|99CUA01638|1999-04-12|        |1988-03-16|1988-03-14|2570047|I|          ||
INTERNATIONAL TRANSPORTATION SPECIALISTS, INC.|99CUA01639|1999-04-12|        |1990-01-10|1990-01-10|2960049|C|          ||
INTERNATIONAL TRANSPORTATION SPECIALISTS, INC.|99CUA01639|1999-04-12|        |1990-02-08|1990-02-08|2990215|C|          ||
INTERNATIONAL TRANSPORTATION SPECIALISTS, INC.|99CUA01639|1999-04-12|        |1990-03-15|1990-03-15|3070016|C|          ||
INTERNATIONAL TRANSPORTATION SPECIALISTS, INC.|99CUA01639|1999-04-12|        |1990-04-16|1990-04-16|3140004|C|          ||
ASSOCIATION OF AUTO RISK COMPANIES, INC.|99CUA01640|1999-04-12|        |1991-02-21|1991-02-21|3390082|C|          ||
COMCOR HOLDING, INC.|99CUA01641|1999-04-12|        |1990-08-30|1990-08-30|0000000|C|          ||
COMCOR HOLDING, INC.|99CUA01641|1999-04-12|        |1990-09-20|1990-09-20|3240054|C|          ||
COMCOR HOLDING, INC.|99CUA01641|1999-04-12|        |1991-02-26|1991-02-26|3400158|C|          ||
AMERICA FIRST RESOURCE MANAGEMENT, INC.LLC|99CUA01642|1999-04-12|        |1988-08-30|1988-08-30|2670196|C|          ||
AMERICA FIRST RESOURCE MANAGEMENT, INC.LLC|99CUA01642|1999-04-12|        |1990-12-21|1990-12-21|3330095|C|          ||
CRE, INC.|99CUA01643|1999-04-12|        |1991-02-12|1991-02-12|3370216|C|          ||
UNITED APPLIANCE SERVICE COMPANY|99CUA01644|1999-04-12|        |1990-04-11|1990-04-11|3120091|C|          ||
MORTECH, INC.|99CUA01645|1999-04-12|        |1988-09-07|1988-09-07|2670237|C|          ||
MORTECH, INC.|99CUA01645|1999-04-12|        |1990-05-30|1990-05-30|3180133|C|          ||
SUMMIT CONSTRUCTION, INC.|99CUA01646|1999-04-12|        |1990-01-30|1990-01-30|2980221|C|          ||
QUEEN ENTERPRISES, INC.|99CUA01647|1999-04-12|        |1990-03-12|1990-03-12|3070034|C|          ||
T.F.S., INC.|99CUA01648|1999-04-12|        |1986-10-14|1986-10-14|2200178|C|          ||
FIRST FACTOR CORPORATION|99CUA01649|1999-04-12|        |1991-02-14|1991-02-14|3370209|C|          ||
MID-PLAINS AVIATION, INC.|99CUA01650|1999-04-12|        |1989-06-07|1989-06-07|2900125|P|          ||
BEEF AMERICA INC.|99CUA01651|1999-04-12|        |1989-03-21|1989-03-21|2830057|C|          ||
TWIN TOWERS REALTY, INC.|99CUA01652|1999-04-12|        |1991-03-22|1991-03-22|3440136|C|          ||
RICHARD MARTIN & COMPANY|99CUA01653|1999-04-12|        |1989-04-11|1989-04-11|2860249|C|          ||
SAPP BROS. TRUCK STOP, INC.|99CUA01654|1999-04-12|        |1989-11-28|1989-11-27|2930229|C|          ||
SAPP BROS. TRUCK STOP, INC.|99CUA01654|2004-06-01|CHERYLD |2004-05-26|2004-05-25|6800237|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1991-01-11|1991-01-11|0981115|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1991-01-17|1991-01-17|3340168|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1991-01-30|1991-01-30|3350126|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1991-07-08|1991-07-08|3510021|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1991-09-03|1991-08-30|3520005|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1991-09-30|1991-09-27|3520089|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1991-11-06|1991-11-05|3520236|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1991-12-02|1991-12-02|3530155|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1992-01-13|1992-01-10|3550008|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1992-02-03|1992-02-03|3570060|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1992-03-02|1992-03-02|3620027|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1992-04-01|1992-04-01|3670204|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1992-05-05|1992-05-05|3720068|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1992-06-01|1992-06-01|3740053|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1992-07-06|1992-07-06|3750248|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1992-08-03|1992-08-03|3760168|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1992-09-09|1992-09-09|3770077|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1992-10-05|1992-10-05|3780174|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1992-10-29|1992-10-29|3800136|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1992-12-02|1992-12-03|3820036|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1993-02-02|1993-02-03|3850182|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1993-04-02|1993-08-26|3950092|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1993-05-04|1993-05-05|3970226|C|          ||
LE CORP.|99CUA01655|1999-04-12|        |1993-06-04|1993-06-07|3980208|C|          ||
MECO-HENNE CONTRACTING, INC.|99CUA01656|1999-04-12|        |1990-02-23|1990-02-23|3020147|C|          ||
WILLIAMS MIDWEST HOUSEMOVERS, INC.|99CUA01657|1999-04-12|        |1989-11-28|1989-11-27|2930232|C|          ||
MEDICAL ENTERPRISES, INC.|99CUA01658|1999-04-12|        |1989-11-13|1989-11-13|2930164|C|          ||
MURPHY'S WAGON WHEEL, INC.|99CUA01660|1999-04-12|        |1991-03-12|1991-03-12|3430083|C|          ||
