Form A1 ID Number|Date Received|Candidate ID|Candidate Last Name|Candidate First Name|Candidate Middle Initial|Support/Oppose|Office Sought|Office Title|Office Description
99CAC00036|1993-12-10|99FIS05443|BROWN|PAMELA|K|0|LEGISLATURE - DISTRICT 06-LEGISLATIVE COUNCIL     |06|LEGISLATURE
06CAC00857|2006-04-12|99FIS05483|SCHRAM|TIMOTHY|M|0|03|03|PUBLIC SERVICE COMMISSION
99CAC00106|1994-02-03|99FIS05483|SCHRAM|TIMOTHY|M|0|COUNTY COMMISSIONER DIST. #05-SARPY               |COUNTY COMMISSIONER DIST. #05|SARPY
99CAC00312|1994-03-07|99FIS05535|HASSEBROOK|CHUCK|H|0|03-BOARD OF REGENTS                               |03|BOARD OF REGENTS
99PAC00126|2000-11-15|99FIS05535|HASSEBROOK|CHUCK|H|0|03-BOARD OF REGENTS                               |03|BOARD OF REGENTS
13CAC01804|2013-06-05|99FIS05535|HASSEBROOK|CHUCK|H|0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00512|1994-01-14|99FIS05536|MAURSTAD|DAVID|I|0|LEGISLATURE - DISTRICT 30-LEGISLATIVE COUNCIL     |30|LEGISLATURE
99CAC00059|1994-01-14|99FIS05536|MAURSTAD|DAVID|I|0|LIEUTENANT GOVERNOR-LIEUTENANT GOVERNOR           |LIEUTENANT GOVERNOR|LIEUTENANT GOVERNOR
99CAC00204|1993-12-23|99FIS05540|JAMES|RICHARD|D|0|COUNTY TREASURER-SARPY                            |COUNTY TREASURER|SARPY
99CAC00048|1994-01-21|99FIS05555|HEINEMAN|DAVID|E|0|STATE TREASURER-STATE TREASURER                   |STATE TREASURER|STATE TREASURER
05CAC00722|2005-04-08|99FIS05555|HEINEMAN|DAVID|E|0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00058|1998-03-04|99FIS05568|MATZKE, JR.|STANLEY|A|0|LEGISLATURE - DISTRICT 30-LEGISLATIVE COUNCIL     |30|LEGISLATURE
99CAC00507|1993-02-01|99FIS04938|JOHNSON|CYNTHIA|D|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00002|1999-01-20|99FIS04938|JOHNSON|CYNTHIA|D|0|MAYOR-LINCOLN                                     |MAYOR|LINCOLN
99PAC00098|1999-04-27|99FIS04938|JOHNSON|CYNTHIA|D|0|MAYOR-LINCOLN                                     |MAYOR|LINCOLN
13CAC01813|2013-07-12|99FIS04940|PAULMAN|RORIC|R|0|42|42|LEGISLATURE
99CAC00408|1999-11-02|99FIS04973|FERLIC|RANDOLPH|M|0|BOARD OF REGENTS - DISTRICT 08-UNIVERSITY OF NEBRA|08|BOARD OF REGENTS
99CAC00172|1996-01-10|99FIS04977|PETERSON|CHRISTINE|Z|0|LEGISLATURE - DISTRICT 35-LEGISLATIVE COUNCIL     |35|LEGISLATURE
07CAC01019|2007-03-02|99FIS05008|ABBOTT|ALLAN|L|0|CITY COUNCIL DISTRICT #02|CITY COUNCIL DISTRICT #02|LINCOLN
99CAC00572|2002-01-18|99FIS05020|SCHMITT|JERRY|W|0|41-LEGISLATURE                                    |41|LEGISLATURE
99CAC00518|1992-02-05|99FIS05037|FISHER|DAN|L|0|35-LEGISLATURE                                    |35|LEGISLATURE
99CAC00154|1994-06-10|99FIS05615|CAVANAUGH|MICHAEL|J|0|METROPOLITIAN SUBDIVISION-OMAHA PUBLIC POWER DISTR|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00695|2004-07-20|99FIS05615|CAVANAUGH|MICHAEL|J|0|CITY COUNCIL DISTRICT #06-OMAHA                   |CITY COUNCIL DISTRICT #06|OMAHA
99CAC00102|1994-08-17|99FIS05620|SCHAUB|PAUL|B|0|COUNTY ATTORNEY-CHEYENNE                          |COUNTY ATTORNEY|CHEYENNE
99CAC00201|1994-02-16|99FIS05624|DUNNING|TIMOTHY|F|0|COUNTY SHERIFF-DOUGLAS                            |COUNTY SHERIFF|DOUGLAS
99CAC00619|2002-09-12|99FIS05636|STUTHMAN|ARNOLD|E|0|22-LEGISLATURE                                    |22|LEGISLATURE
99CAC00373|1998-10-28|99FIS05659|WILMOT|KATHERINE|F|0|DISTRICT #07-STATE BOARD OF EDUCATION             |07|STATE BOARD OF EDUCATION
99CAC00622|2002-09-20|99FIS05659|WILMOT|KATHERINE|F|0|07-STATE BOARD OF EDUCATION                       |07|STATE BOARD OF EDUCATION
07CAC01011|2010-04-23|99FIS05740|REIBER|GARY|W|0|COUNTY SHERIFF|COUNTY SHERIFF|DAWSON
07CAC01011|2007-01-04|99FIS05740|REIBER|GARY|W|0|COUNTY SHERIFF|COUNTY SHERIFF|DAWSON
99CAC00714|2004-08-25|99FIS05831|ADAMS|GORDON|D|0|MAYOR-NORFOLK                                     |MAYOR|NORFOLK
99CAC00509|2000-09-26|99FIS05831|ADAMS|GORDON|D|0|MAYOR-NORFOLK                                     |MAYOR|NORFOLK
99CAC00124|1997-09-29|99FIS06839|WACKER|HOWARD|S|0|AUDITOR OF PUBLIC ACCOUNTS-AUDITOR OF PUBLIC ACCOU|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
99CAC00124|1997-09-29|99FIS06839|WACKER|HOWARD|S|0|AUDITOR OF PUBLIC ACCOUNTS-AUDITOR OF PUBLIC ACCOU|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
06CAC00838|2006-04-07|99FIS06847|KRAMER|JEROME|J|0|COUNTY SHERIFF|COUNTY SHERIFF|LINCOLN
99CAC00497|2006-10-10|99FIS06886|POTTER|TIMOTHY|G|0|AT LARGE|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
99CAC00083|1998-03-09|99FIS06886|POTTER|TIMOTHY|G|0|LEGISLATURE - DISTRICT 20-LEGISLATIVE COUNCIL     |20|LEGISLATURE
99CAC00077|1998-06-04|99FIS06904|NUTT|THOMAS|L|0|COUNTY SHERIFF-PHELPS                             |COUNTY SHERIFF|PHELPS
99CAC00580|2002-02-15|99FIS06916|BYRD|LORELEE|H|0|STATE TREASURER-STATE TREASURER                   |STATE TREASURER|STATE TREASURER
99CAC00226|1998-03-18|99FIS06918|KREMER|ROBERT|M|0|34-LEGISLATURE                                    |34|LEGISLATURE
99CAC00089|1998-03-09|99FIS06919|RICHARDS|LINDA|J|0|LEGISLATURE - DISTRICT 12-LEGISLATIVE COUNCIL     |12|LEGISLATURE
99CAC00354|1998-09-03|99FIS06940|PITTMAN|DANNY|L|0|COUNTY ASSESSOR-SARPY                             |COUNTY ASSESSOR|SARPY
99CAC00356|1998-09-09|99FIS06953|YOCUM|JOSEPH|O|0|COUNTY SHERIFF-SEWARD                             |COUNTY SHERIFF|SEWARD
99CAC00202|1998-05-15|99FIS06981|ECCLES|ROBERT|J|0|COUNTY COMMISSIONER - DIST 02-DOUGLAS             |COUNTY COMMISSIONER DIST. #02|DOUGLAS
99CAC00269|1996-04-18|99FIS06254|HALL|GEOFFREY (GEOFF)|C|0|NORTH SUBDIVISION-OMAHA PUBLIC POWER DISTRICT     |NORTH SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00524|1996-04-01|99FIS06255|HEINTZMAN|KIM (MIMI)|B|0|LEGISLATURE - DISTRICT 31-LEGISLATIVE COUNCIL     |31|LEGISLATURE
99CAC00499|1978-01-01|99FIS06258|KRAJICEK|PAUL|T|0|LEGISLATURE - DISTRICT 05-LEGISLATIVE COUNCIL     |05|LEGISLATURE
99CAC00620|2002-09-17|99FIS06263|MCGUIRE|ANNE|L|0|METROPOLITIAN SUBDIVISION-OMAHA PUBLIC POWER DISTR|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00173|1996-04-23|99FIS06268|PETERSON|KIMBERLY|J|0|01-STATE BOARD OF EDUCATION                       |01|STATE BOARD OF EDUCATION
08CAC01254|2014-08-12|99FIS06281|SCHMIEDING|KENNETH|L|0|SUBDIVISION #01|SUBDIVISION #01|NEBRASKA PUBLIC POWER DISTRICT
09CAC01360|2009-03-12|99FIS06314|PEFFER|WALTER|E|0|CITY COUNCIL DISTRICT #06|CITY COUNCIL DISTRICT #06|OMAHA
12CAC01625|2012-02-28|99FIS06316|RAVENSCROFT|JOHN|W|0|43|43|LEGISLATURE
99CAC00410|1999-11-04|99FIS06389|HEIER|BERNARD|E|0|COUNTY COMMISSIONER - DIST 04-LANCASTER           |COUNTY COMMISSIONER DIST. #04|LANCASTER
99CAC00290|1989-10-30|99FIS06559|NELSON|E. BENJAMI| |0|GOVERNOR-GOVERNOR                                 |GOVERNOR|GOVERNOR
10CAC01554|2009-12-31|99FIS06559|NELSON|E. BENJAMI| |0|GOVERNOR|GOVERNOR|GOVERNOR
10CAC01554|9999-12-31|99FIS06559|NELSON|E. BENJAMI| |0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00080|1998-09-12|99FIS06565|PEDERSON|DON|W|0|LEGISLATURE - DISTRICT 42-LEGISLATIVE COUNCIL     |42|LEGISLATURE
99CAC00144|1996-10-08|99FIS06566|BECKER|JOHN|N|0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00692|2004-06-30|99FIS06578|SANDERS|RICK|R|0|SUBURBAN SUBDIVISION-OMAHA PUBLIC POWER DISTRICT  |SUBURBAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00096|1993-09-08|99FIS06614|SUTTLE|DEBORAH|S|0|10-LEGISLATURE                                    |10|LEGISLATURE
99PAC00133|2002-11-06|99FIS06614|SUTTLE|DEBORAH|S|0|10-LEGISLATURE                                    |10|LEGISLATURE
99CAC00503|2000-08-25|99FIS06630|MARBLE|BOB|A|0|02-METRO TECH COMMUNITY COLLEGE                   |02|METRO TECH COMMUNITY COLLEGE
99CAC00066|1998-05-11|99FIS06644|MEREDITH|RONALD|S|0|CITY COUNCIL DISTRICT #05-OMAHA                   |CITY COUNCIL DISTRICT #05|OMAHA
12CAC01711|2012-10-01|99FIS05577|WOODWARD|JOSIAH|H|0|37|37|LEGISLATURE
99CAC00597|2002-04-19|99FIS05890|HIGGINS|JOSEPH|B|0|08-STATE BOARD OF EDUCATION                       |08|STATE BOARD OF EDUCATION
99PAC00128|2002-11-06|99FIS05890|HIGGINS|JOSEPH|B|0|08-STATE BOARD OF EDUCATION                       |08|STATE BOARD OF EDUCATION
14CAC01898|2014-04-10|99FIS06105|BOOKS|RONALD|W|0|COUNTY COMMISSIONER DIST. #03|COUNTY COMMISSIONER DIST. #03|LINCOLN
99CAC00414|1996-01-31|99FIS06148|BARRETT|MARY|K|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |COUNTY REGISTER OF DEEDS|DOUGLAS
99CAC00477|2000-04-26|99FIS06162|MACTIER|ANN| |0|DISTRICT #02-STATE BOARD OF EDUCATION             |02|STATE BOARD OF EDUCATION
99CAC00430|2000-02-29|99FIS06164|KRUSE|LOWEN|V|0|13-LEGISLATURE                                    |13|LEGISLATURE
99CAC00430|2000-02-29|99FIS06164|KRUSE|LOWEN|V|0|13-LEGISLATURE                                    |13|LEGISLATURE
99CAC00458|1978-01-01|99FIS06170|NEKUDA|JAMES|L|0|COUNTY COMMISSIONER DIST. #04-SARPY               |COUNTY COMMISSIONER DIST. #04|SARPY
12CAC01637|2012-03-20|99FIS06170|NEKUDA|JAMES|L|0|COUNTY COMMISSIONER DIST. #04|COUNTY COMMISSIONER DIST. #04|SARPY
12CAC01611|2012-01-20|99FIS06182|OSTRANDER|CASH|O|0|43|43|LEGISLATURE
99CAC00515|1996-10-24|99FIS06188|WHITEFOOT|DELMAR|J|0|DIRECTOR/SUBDIVISION #07-NEBRASKA PUBLIC POWER DIS|SUBDIVISION #07|NEBRASKA PUBLIC POWER DISTRICT
99CAC00333|1996-03-11|99FIS06229|STOJ|GREGORY|M|0|COUNTY COMMISSIONER - DIST 01-DOUGLAS             |COUNTY COMMISSIONER DIST. #01|DOUGLAS
99CAC00522|1996-04-08|99FIS06230|YOAKUM|CAROL|M|0|LEGISLATURE - DISTRICT 21-LEGISLATIVE COUNCIL     |21|LEGISLATURE
99CAC00520|1996-04-17|99FIS06239|SIVICK|ROBERT|J|0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00464|1978-01-01|99FIS06239|SIVICK|ROBERT|J|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
99CAC00550|2001-02-22|99FIS06239|SIVICK|ROBERT|J|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
99CAC00293|1997-04-04|99FIS06742|O'CONNOR|KATHLEEN|S|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
99CAC00086|1997-08-22|99FIS06788|RAIKES|RONALD|E|0|25-LEGISLATURE                                    |25|LEGISLATURE
99CAC00428|2000-02-25|99FIS06811|BOYLE|MIKE| |0|COUNTY COMMISSIONER DIST. #01-DOUGLAS             |COUNTY COMMISSIONER DIST. #01|DOUGLAS
99CAC00442|2000-04-06|99FIS08285|FAHEY|MICHAEL|G|0|MAYOR-OMAHA                                       |MAYOR|OMAHA
99CAC00646|2003-09-19|99FIS08288|DORNAN|STU| |0|COUNTY ATTORNEY-DOUGLAS                           |COUNTY ATTORNEY|DOUGLAS
99CAC00436|2000-03-21|99FIS08288|DORNAN|STU| |0|DIST. 66 SCHOOL BOARD AT LARGE-OMAHA              |DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
99CAC00570|2001-11-08|99FIS08291|POLIKOV|LEON|K|0|COUNTY ATTORNEY-SARPY                             |COUNTY ATTORNEY|SARPY
99CAC00473|2000-04-24|99FIS08295|MAUK|DAN| |0|MAYOR-NORFOLK                                     |MAYOR|NORFOLK
99CAC00474|2000-04-25|99FIS08296|ODOM|PHIL| |0|LEGISLATURE - DISTRICT 33-LEGISLATIVE COUNCIL     |33|LEGISLATURE
99CAC00486|2000-05-16|99FIS08300|TRIMBLE|CLEVE|H|0|LEGISLATURE - DISTRICT 43-LEGISLATIVE COUNCIL     |43|LEGISLATURE
99CAC00481|2000-05-01|99FIS08301|MUMGAARD|TOM| |0|CITY COUNCIL, WARD IV-PAPILLION                   |CITY COUNCIL, WARD IV|PAPILLION
99CAC00219|1998-05-21|99FIS07016|KENNEDY|MICHAEL|S|0|METROPOLITAN COMM COLLEGE-METROPOLITAN COMMUNITY C|AT LARGE|METROPOLITAN COMMUNITY COLLEGE
99CAC00085|1998-04-16|99FIS07024|PRICE|MARIAN|L|0|26-LEGISLATURE                                    |26|LEGISLATURE
99CAC00022|1998-04-07|99FIS07025|ANDREWS|DEBORAH|L|0|DISTRICT #08-STATE BOARD OF EDUCATION             |08|STATE BOARD OF EDUCATION
99CAC00380|1998-11-23|99FIS07027|HELMS|ROBERT KEI| |0|COUNTY SHERIFF-NEMAHA                             |COUNTY SHERIFF|NEMAHA
99CAC00088|1998-04-10|99FIS07030|REDFIELD|PAMELA|A|0|12-LEGISLATURE                                    |12|LEGISLATURE
99CAC00130|1998-03-13|99FIS07032|WITEK|CHARLES|S|0|COUNTY COMMISSIONER - DIST 06-DOUGLAS             |COUNTY COMMISSIONER DIST. #06|DOUGLAS
99CAC00108|1998-04-27|99FIS07092|SCHROEDER|KENT|A|0|BOARD OF REGENTS - DISTRICT 06-UNIVERSITY OF NEBRA|06|BOARD OF REGENTS
99CAC00126|1998-03-23|99FIS07105|WATSON|JEROME|J|0|COUNTY SHERIFF-HALL                               |COUNTY SHERIFF|HALL
99CAC00026|1998-03-06|99FIS07108|BATAILLON|PAMELA|D|0|LIEUTENANT GOVERNOR-LIEUTENANT GOVERNOR           |LIEUTENANT GOVERNOR|LIEUTENANT GOVERNOR
99CAC00351|1998-02-25|99FIS07124|CERNY|TRACI|L|0|COUNTY REGISTER OF DEEDS-PLATTE                   |COUNTY REGISTER OF DEEDS|PLATTE
99CAC00110|1997-09-30|99FIS07133|SMITH|STEVEN|D|0|44-LEGISLATURE                                    |44|LEGISLATURE
99CAC00119|1998-04-22|99FIS07149|THORPE|GWENDOLYN|K|0|COUNTY CLERK OF DISTRICT COURT-LANCASTER          |COUNTY CLERK OF DISTRICT COURT|LANCASTER
99CAC00700|2004-09-28|99FIS07151|STODDARD|JAY|C|0|06|06|BOARD OF REGENTS
06CAC00900|2006-10-27|99FIS07151|STODDARD|JAY|C|0|SECRETARY OF STATE|SECRETARY OF STATE|SECRETARY OF STATE
99CAC00614|2002-07-29|99FIS07151|STODDARD|JAY|C|0|SECRETARY OF STATE-SECRETARY OF STATE             |SECRETARY OF STATE|SECRETARY OF STATE
99CAC00071|1998-07-20|99FIS07196|JOHNSON|JANICE|D|0|COUNTY REGISTER OF DEEDS-ADAMS                    |COUNTY REGISTER OF DEEDS|ADAMS
08CAC01137|2008-05-02|99FIS07236|TWISS|BOB|W|0|03|03|LEGISLATURE
99CAC00081|1998-05-08|99FIS07514|PLACKE|JANET|L|0|COUNTY TREASURER-MERRICK                          |COUNTY TREASURER|MERRICK
99CAC00188|1998-06-02|99FIS07532|CAMPBELL|RICHARD|J|0|COUNTY ASSESSOR-SARPY                             |COUNTY ASSESSOR|SARPY
05CAC00734|2005-08-05|99FIS07607|ROSS|RON|D|0|STATE TREASURER|STATE TREASURER|STATE TREASURER
06CAC00795|2006-04-06|99FIS07722|STUKENHOLTZ|KEVIN|L|0|COUNTY SHERIFF|COUNTY SHERIFF|SAUNDERS
11CAC01599|2011-12-06|99FIS07782|SHEEHY|RICHARD|J|0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00405|1999-07-07|99FIS07804|MATZKE, JR.|GERALD 'J'|E|0|BOARD OF REGENTS - DISTRICT 05-UNIVERSITY OF NEBRA|05|BOARD OF REGENTS
99PAC00126|2000-11-15|99FIS07804|MATZKE, JR.|GERALD 'J'|E|0|05-BOARD OF REGENTS                               |05|BOARD OF REGENTS
99CAC00411|1999-11-12|99FIS07837|AGUILAR|RAYMOND|M|0|35-LEGISLATURE                                    |35|LEGISLATURE
99CAC00433|2000-03-07|99FIS07840|POSTLEWAIT|JACK|H|0|COUNTY COMMISSIONER - DIST 01-SARPY               |COUNTY COMMISSIONER DIST. #01|SARPY
99CAC00502|2000-08-02|99FIS07869|MCDONALD|RICHARD|N|0|LEGISLATURE - DISTRICT 41-LEGISLATIVE COUNCIL     |41|LEGISLATURE
14CAC01963|2014-06-23|99FIS07876|NEWMAN|PATRICIA|L|0|COUNTY COMMISSIONER DIST. #05|COUNTY COMMISSIONER DIST. #05|LANCASTER
15CAC02080|2015-04-06|99FIS07876|NEWMAN|PATRICIA|L|0|CITY COUNCIL DISTRICT #02|CITY COUNCIL DISTRICT #02|LINCOLN
99CAC00639|2003-01-28|99FIS07876|NEWMAN|PATRICIA|L|0|CITY COUNCIL DISTRICT #01-LINCOLN                 |CITY COUNCIL DISTRICT #01|LINCOLN
99CAC00413|1999-11-15|99FIS07891|HEWITT|JAMES| |0|LEGISLATURE - DISTRICT 29-LEGISLATIVE COUNCIL     |29|LEGISLATURE
99PAC00122|2000-11-01|99FIS07891|HEWITT|JAMES| |0|LEGISLATURE - DISTRICT 29-LEGISLATIVE COUNCIL     |29|LEGISLATURE
14IRC00520|2014-10-31|99FIS07259|SCHAFER|ROBERT|M|1|05|05|BOARD OF REGENTS
13CAC01833|2013-10-01|99FIS07259|SCHAFER|ROBERT|M|0|05|05|BOARD OF REGENTS
99CAC00042|1998-04-16|99FIS07288|GUENZEL-HANDLOS|KELLY|M|0|COUNTY CLERK OF DISTRICT COURT-LANCASTER          |COUNTY CLERK OF DISTRICT COURT|LANCASTER
05CAC00721|2005-03-30|99FIS07363|RUBY|JAMES|E|0|24|24|LEGISLATURE
99CAC00261|1997-02-26|99FIS06672|FORTENBERRY|JEFFREY|L|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
12CAC01744|2012-11-02|99FIS06715|BARRETT|THOMAS|S|0|METROPOLITIAN SUBDIVISION|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
12CAC01732|1900-01-01|99FIS06715|BARRETT|THOMAS|S|0|METROPOLITIAN SUBDIVISION|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
06CAC00802|2006-03-10|99FIS06715|BARRETT|THOMAS|S|0|COUNTY CLERK OF DISTRICT COURT|COUNTY CLERK OF DISTRICT COURT|DOUGLAS
99CAC00404|1999-06-30|99FIS08009|WELLS|ERROL|A|0|LEGISLATURE - DISTRICT 41-LEGISLATIVE COUNCIL     |41|LEGISLATURE
99CAC00439|2000-04-03|99FIS08010|BATTIATO|DIANE|L|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |COUNTY REGISTER OF DEEDS|DOUGLAS
06CAC00789|2006-02-08|99FIS08011|WHITEHOUSE|ROBERT|L|0|04|04|BOARD OF REGENTS
06CAC00865|2006-04-24|99FIS08030|HURLEY|RICHARD|L|0|03|03|PUBLIC SERVICE COMMISSION
99CAC00504|2000-09-11|99FIS08030|HURLEY|RICHARD|L|0|COMMISSIONER, DISTRICT #03-PUBLIC SERVICE COMMISSI|03|PUBLIC SERVICE COMMISSION
99CAC00505|2000-09-22|99FIS08036|BAUER|JOHN|W|0|02-STATE BOARD OF EDUCATION                       |02|STATE BOARD OF EDUCATION
99CAC00432|2000-03-07|99FIS08041|KNUDSEN|SCOTT|S|0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00437|2000-03-22|99FIS08058|HIBBS|JANET|K|0|LEGISLATURE - DISTRICT 33-LEGISLATIVE COUNCIL     |33|LEGISLATURE
99CAC00475|2000-04-26|99FIS08060|CARROLL|EUGENE|W|0|COUNTY COMMISSIONER - DIST 04-LANCASTER           |COUNTY COMMISSIONER DIST. #04|LANCASTER
09CAC01362|2009-02-10|99FIS08060|CARROLL|EUGENE|W|0|CITY COUNCIL DISTRICT #01|CITY COUNCIL DISTRICT #01|LINCOLN
99CAC00470|2000-04-21|99FIS08063|FOLEY|MICHAEL|D|0|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
99CAC00470|2000-04-21|99FIS08063|FOLEY|MICHAEL|D|0|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
13CAC01829|2013-09-17|99FIS08063|FOLEY|MICHAEL|D|0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00472|2000-04-24|99FIS08076|MEYER|CHARLES|M|0|18-LEGISLATURE                                    |18|LEGISLATURE
99CAC00429|2000-02-28|99FIS08084|ERDMAN|PHILIP| |0|LEGISLATURE - DISTRICT 47-LEGISLATIVE COUNCIL     |47|LEGISLATURE
06CAC00942|2006-09-08|99FIS08095|FRIEND|DAVID|J|0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00525|2000-10-13|99FIS08095|FRIEND|DAVID|J|0|AT LARGE-METROPOLITAN UTILITIES DISTRICT          |AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00690|2004-06-01|99FIS08095|FRIEND|DAVID|J|0|MAYOR-OMAHA                                       |MAYOR|OMAHA
99CAC00469|2000-04-19|99FIS08098|KELLY|BOB|Q|0|LEGISLATURE - DISTRICT 09-LEGISLATIVE COUNCIL     |09|LEGISLATURE
99CAC00438|2000-03-24|99FIS08102|MAXWELL|CHARLES 'CHIP'|F|0|09-LEGISLATURE                                    |09|LEGISLATURE
99CAC00659|2004-02-20|99FIS08102|MAXWELL|CHARLES 'CHIP'|F|0|COUNTY COMMISSIONER DIST. #03|COUNTY COMMISSIONER DIST. #03|DOUGLAS
09CAC01336|2009-01-12|99FIS08102|MAXWELL|CHARLES 'CHIP'|F|0|CITY COUNCIL DISTRICT #03|CITY COUNCIL DISTRICT #03|OMAHA
99CAC00485|2000-05-16|99FIS08108|WELLENSTEIN|FRANK|C|0|DISTRICT #04-STATE BOARD OF EDUCATION             |04|STATE BOARD OF EDUCATION
99CAC00476|2000-04-26|99FIS08111|DAVIS|JOHN|T|0|04-STATE BOARD OF EDUCATION                       |04|STATE BOARD OF EDUCATION
99CAC00448|2000-04-11|99FIS08120|CUNNINGHAM|DOUGLAS|D|0|40-LEGISLATURE                                    |40|LEGISLATURE
08CAC01184|2008-08-25|99FIS08121|ARGYRAKIS|VAN|A|0|MAYOR|MAYOR|OMAHA
99CAC00479|2000-05-01|99FIS08131|NEWELL|DAVID|R|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |COUNTY REGISTER OF DEEDS|DOUGLAS
08CAC01100|2008-04-14|99FIS08131|NEWELL|DAVID|R|0|13|13|LEGISLATURE
14CAC02015|2014-10-27|99FIS08131|NEWELL|DAVID|R|0|02|02|METRO TECH COMMUNITY COLLEGE
99CAC00624|2002-10-16|99FIS08145|SCHEIERMAN|SCOTT|R|0|38-LEGISLATURE                                    |38|LEGISLATURE
99CAC00431|2000-03-03|99FIS08157|SIELER|JOHN|H|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |COUNTY REGISTER OF DEEDS|DOUGLAS
14CAC01870|2014-02-14|99FIS08157|SIELER|JOHN|H|0|02|02|PUBLIC SERVICE COMMISSION
08CAC01105|2008-04-01|99FIS08157|SIELER|JOHN|H|0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00648|2003-11-18|99FIS08173|FISCHER|DEBRA|S|0|43-LEGISLATURE                                    |43|LEGISLATURE
12CAC01696|2012-08-02|99FIS08212|CHRISTENSEN|FRED|L|0|SUBDIVISION #11|SUBDIVISION #11|NEBRASKA PUBLIC POWER DISTRICT
99CAC00501|2000-07-20|99FIS08225|BOYD|INEZ|M|0|COUNTY COMMISSIONER DIST. #03-SARPY               |COUNTY COMMISSIONER DIST. #03|SARPY
99CAC00595|2002-04-16|99FIS09177|KREMER|CAROL|A|0|COUNTY CLERK OF DISTRICT COURT-SARPY              |COUNTY CLERK OF DISTRICT COURT|SARPY
99CAC00606|2002-05-28|99FIS09200|JACOBSON|NANCY| |0|SCHOOL BOARD DISTRICT #05-OMAHA                   |SCHOOL BOARD DISTRICT #05|OMAHA
99CAC00623|2002-10-10|99FIS09208|JOHNSON|JOEL|T|0|37-LEGISLATURE                                    |37|LEGISLATURE
99CAC00618|2002-09-09|99FIS09235|LOUDEN|LEROY|J|0|49-LEGISLATURE                                    |49|LEGISLATURE
12CAC01657|2012-04-11|99FIS09237|WATERMEIER|DANIEL|W|0|01|01|LEGISLATURE
99CAC00621|2002-09-18|99FIS09260|MARTINEZ|MARK| |0|SCHOOL BOARD DISTRICT #07-OMAHA                   |SCHOOL BOARD DISTRICT #07|OMAHA
99CAC00627|2002-10-21|99FIS09264|GREEN|CAROLYN| |0|AT LARGE-METROPOLITAN UTILITIES DISTRICT          |AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00629|2002-10-21|99FIS09265|BLINN|JAMES| |0|MAYOR-PAPILLION                                   |MAYOR|PAPILLION
12CAC01661|2012-04-16|99FIS09267|NOLTE|RONALD|W|0|02|02|LEGISLATURE
14CAC01863|2014-01-28|99FIS09267|NOLTE|RONALD|W|0|02|02|LEGISLATURE
99CAC00632|2002-11-12|99FIS09273|WAITE|NANCY| |0|CITY COUNCIL 2ND WARD-NORTH PLATTE                |CITY COUNCIL 2ND WARD|NORTH PLATTE
