Committee Name|Form ID|Committee ID|Postmark Date|Date Received|Microfilm Number|Recipient Name|Recipient Address|Recipient City|Recipient State|Recipient Zip|Recipient Phone|Expenditure Date|Amount|Candidate ID|Candidate Support/Oppose|Ballot Question ID|Ballot Support/Oppose|Date Last Revised|Last Revised By|Candidate/Ballot Name
NE FARM BUREAU FEDERATION PAC|08CFL002556|99PAC00055|2008-05-12|2008-05-12|7770145|Office Max -Eurek|3120 Pine Lake Road|Lincoln|NE|68516|4024379115|2008-05-09|777.66|07FIS10951|S |||2008-07-11|nadc05|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL002557|99PAC00055|2008-05-12|2008-05-12|7770145|Postmaster -Eurek|1201 Calvert|Lincoln|NE|68502|8002758777|2008-05-09|1787.57|07FIS10951|S |||2008-07-11|nadc05|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL002558|99PAC00055|2008-05-12|2008-05-12|7770145|Miller Mailing -Eurek|5005 S 16 |Lincoln|NE|68512|4024236482|2008-05-09|380.97|07FIS10951|S |||2008-07-11|nadc05|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL002559|99PAC00055|2008-05-12|2008-05-12|7770145|Nebraska Farm Administrative Corp -Eurek|PO Box 80299|Lincoln|NE|68501|4024214400|2008-05-09|60|07FIS10951|S |||2008-07-11|nadc05|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL002560|99PAC00055|2008-05-12|2008-05-12|7770146|Quality Press Printing Inc -Eurek|3500 N 20 |Lincoln|NE|68521|4024771633|2008-05-09|639.82|07FIS10951|S |||2008-07-11|nadc05|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL002564|99PAC00055|2008-05-12|2008-05-12|7770147|NE Farm Administrative Supply Corporation -McCoy|PO Box 80299|Lincoln|NE|68501|4024214400|2008-05-09|208.88|07FIS10919|S |||2008-07-11|nadc05|BEAU R MCCOY
NE FARM BUREAU FEDERATION PAC|08CFL002565|99PAC00055|2008-05-12|2008-05-12|7770147|Postmaster -McCoy|1201 Calvert|Lincoln|NE|68502|8002758777|2008-05-09|731.36|07FIS10919|S |||2008-07-11|nadc05|BEAU R MCCOY
NE FARM BUREAU FEDERATION PAC|08CFL002566|99PAC00055|2008-05-12|2008-05-12|7770147|Miller Mailing -McCoy|5005 S 16|Lincoln|NE|68512|4024236482|2008-05-09|153.99|07FIS10919|S |||2008-07-11|nadc05|BEAU R MCCOY
NE FARM BUREAU FEDERATION PAC|08CFL002567|99PAC00055|2008-05-12|2008-05-12|7770147|Nebraska Farm Administative Corp -McCoy|PO Box 80299|Lincoln|NE|68501|4024214400|2008-05-09|30|07FIS10919|S |||2008-07-11|nadc05|BEAU R MCCOY
NE FARM BUREAU FEDERATION PAC|08CFL002568|99PAC00055|2008-05-12|2008-05-12|7770148|FedEx Kinko's -Jeffers|4747 Old Cheney Rd, Ste A|Lincoln|NE|68516|4024202679|2008-05-09|645.18|07FIS10960|S |||2008-07-11|nadc05|JAMES A JEFFERS
NE FARM BUREAU FEDERATION PAC|08CFL002569|99PAC00055|2008-05-12|2008-05-12|7770148|Postmaster -Jeffers|1201 Calvert|Lincoln|NE|68502|8002758777|2008-05-09|255.47|07FIS10960|S |||2008-07-11|nadc05|JAMES A JEFFERS
NE FARM BUREAU FEDERATION PAC|08CFL002570|99PAC00055|2008-05-12|2008-05-12|7770148|Miller Mailing -Jeffers|5005 S 16|Lincoln|NE|68512|4024236482|2008-05-09|78.07|07FIS10960|S |||2008-07-11|nadc05|JAMES A JEFFERS
NE FARM BUREAU FEDERATION PAC|08CFL002571|99PAC00055|2008-05-12|2008-05-12|7770148|Nebraska Farm Administrative Corp -Jeffers|PO Box 80299|Lincoln|NE|68501|4024214400|2008-05-09|30|07FIS10960|S |||2008-07-11|nadc05|JAMES A JEFFERS
NE FARM BUREAU FEDERATION PAC|08CFL002572|99PAC00055|2008-05-12|2008-05-12|7770149|Office Max -Heidemann|3120 Pine Lake Road|Lincoln|NE|68516|4024379115|2008-05-09|749.82|99FIS09526|S |||2008-07-11|nadc05|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|08CFL002573|99PAC00055|2008-05-12|2008-05-12|7770149|Postmaster -Heidemann|1201 Calvert|Lincoln|NE|68502|8002758777|2008-05-09|309.06|99FIS09526|S |||2008-07-11|nadc05|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|08CFL002574|99PAC00055|2008-05-12|2008-05-12|7770149|Miller Mailing -Heidemann|5005 S 16|Lincoln|NE|68512|4024236482|2008-05-09|91.59|99FIS09526|S |||2008-07-11|nadc05|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|08CFL002575|99PAC00055|2008-05-12|2008-05-12|7770149|Nebraska Farm Administrative Corp -Heidemann|Po Box 80299|Lincoln|NE|68501|4024214400|2008-05-09|50|99FIS09526|S |||2008-07-11|nadc05|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|08CFL003171|99PAC00055|2008-10-27|2008-10-27|7840028|KTCH-AM - Garwood|85592 574th avenue|wayne|NE|68787||2008-10-23|440|07FIS10916|S |||2008-11-04|nadc01|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL003172|99PAC00055|2008-10-27|2008-10-27|7840029|KTIC-AM - Garwood|po box 840|west point|NE|68788||2008-10-23|1100|07FIS10916|S |||2008-11-04|nadc01|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL003173|99PAC00055|2008-10-27|2008-10-27|7840030|KSCJ - Garwood|2000 Indian Hills Drive|Sioux City|IA|61104||2008-10-23|153|07FIS10916|S |||2008-11-04|nadc01|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL003174|99PAC00055|2008-10-27|2008-10-27|7840031|WNAX-AM - Garwood|1609 East Hwy 50|Yankton|SD|57078||2008-10-23|760|07FIS10916|S |||2008-11-04|nadc01|DOUGLAS  R GARWOOD
NE FARM BUREAU FEDERATION PAC|08CFL003175|99PAC00055|2008-10-27|2008-10-27|7840032|KRGI - Eurek|PO Box 5853|Grand Island|NE|68802||2008-10-24|740.22|07FIS10951|S |||2008-11-04|nadc01|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL003176|99PAC00055|2008-10-27|2008-10-27|7840033|WJAGI - Eurek|PO Box 789|Norfolk|NE|68702||2008-10-24|810|07FIS10951|S |||2008-11-04|nadc01|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL003177|99PAC00055|2008-10-27|2008-10-27|7840034|KNLV - Eurek|205 S. 16th|Ord|NE|68862||2008-10-24|990|07FIS10951|S |||2008-11-04|nadc01|PAUL  EUREK
NE FARM BUREAU FEDERATION PAC|08CFL003201|99PAC00055|2008-10-28|2008-10-28|7840035|KNZA - Committee to Elect Lavon Heidemann|PO Box 101|Falls City|NE|68355||2008-10-28|1008|99FIS09526|S |||2008-11-04|nadc01|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|10CFL004560|99PAC00055|2010-10-25|2010-10-25|8300159|KOLT Radio - Phares for Regent|PO Box 1263|Scottsbluff|NE|69361|3086325667|2010-10-25|420|06FIS10733|S |||2010-11-04|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004561|99PAC00055|2010-10-25|2010-10-25|8300161|KODY Radio - Phares for Regent|305 East 4th |North Platte|NE|69101|3085343650|2010-10-25|360|06FIS10733|S |||2010-11-04|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004562|99PAC00055|2010-10-25|2010-10-25|8300163|KIOD Radio - Phares for Regent|PO Box 939|McCook|NE|69102|3083451981|2010-10-25|435|06FIS10733|S |||2010-11-04|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004563|99PAC00055|2010-10-25|2010-10-25|8300164|KOGA Radio - Phares for Regent|PO Box 509|Ogallala|NE|69153|3082843633|2010-10-25|340|06FIS10733|S |||2010-11-04|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004564|99PAC00055|2010-10-25|2010-10-25|8300165|KNEB Radio - Phares for Regent|PO Box 239|Scottsbluff|NE|69363|3086327121|2010-10-25|900|06FIS10733|S |||2010-11-04|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004565|99PAC00055|2010-10-25|2010-10-25|8300166|KRVN Radio - Phares for Regent|PO Box 880|Lexington|NE|68850|3083242371|2010-10-25|1800|06FIS10733|S |||2010-11-04|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004567|99PAC00055|2010-10-25|2010-10-25|8300158|KCSR Radio - Phares for Regent|226 Bordeaux Street|Chadron|NE|69337||2010-10-22|315|06FIS10733|S |||2010-11-04|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004568|99PAC00055|2010-10-25|2010-10-25|8300160|KVSH Radio - Phares for Regent|126 W. 3rd|Valenine|NE|69201||2010-10-22|225|06FIS10733|S |||2010-11-04|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004569|99PAC00055|2010-10-25|2010-10-25|8300162|KBRB Radio - Phares for Regent|PO Box 285|Ainsworth|NE|69210||2010-10-22|400|06FIS10733|S |||2010-11-04|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|12CFL004773|99PAC00055|2012-05-04|2012-05-04|8650212|KUTT - Heidemann for Regent|414 4th St|Fairbury|NE|68352|4027293382|2012-05-04|483|99FIS09526|S |||2012-05-11|nadc01|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|12CFL004774|99PAC00055|2012-05-04|2012-05-04|8650213|KWBE - Heidemann for Regent|200 Sherman|Beatrice|NE|68310|4022285923|2012-05-04|286|99FIS09526|S |||2012-05-11|nadc01|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|12CFL004775|99PAC00055|2012-05-04|2012-05-04|8650214|KLZA - Heidemann for Regent|1602 Stone|Falls City|NE|68355|4022456010|2012-05-04|391|99FIS09526|S |||2012-05-11|nadc01|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|12CFL004776|99PAC00055|2012-05-04|2012-05-04|8650215|KNCY-Heidemann for Regent|814 Central Ave|Nebraska City|NE|68410|4028733348|2012-05-04|476|99FIS09526|S |||2012-05-11|nadc01|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|12CFL004814|99PAC00055|2012-05-15|2012-05-15|8660240|Twelve 28 Strategies|2443 Antler Point Drive|Henderson|NV|89074|4027701954|2012-05-14|2000|12FIS12242|S |||2012-05-21|nadc06|LARRY D ZIMMERMAN
NE FARM BUREAU FEDERATION PAC|12CFL004836|99PAC00055|2012-10-26|2012-10-26|8720129|KLCA/KTNC|1602 Stone|Falls City|NE|68355|4022452453|2012-10-25|1332|99FIS09237|S |||2012-10-29|nadc06|DANIEL W WATERMEIER
NE FARM BUREAU FEDERATION PAC|12CFL004837|99PAC00055|2012-10-26|2012-10-26|8720130|KNCY Radio|814 Central Ave|Nebraska City|NE|68410|4028733348|2012-10-25|924|99FIS09237|S |||2012-10-29|nadc06|DANIEL W WATERMEIER
NE FARM BUREAU FEDERATION PAC|12CFL004838|99PAC00055|2012-10-26|2012-10-26|8720131|KUTT|414 4th |Fairbury|NE|68352|4022285923|2012-10-25|585|99FIS09237|S |||2012-10-29|nadc06|DANIEL W WATERMEIER
NE FARM BUREAU FEDERATION PAC|12CFL004839|99PAC00055|2012-10-26|2012-10-26|8720132|KWBE|200 Sherman|Beatrice|NE|68310|4022285923|2012-10-25|507|99FIS09237|S |||2012-10-29|nadc06|DANIEL W WATERMEIER
NE INSURANCE AND FINANCIAL ADVISORS PAC|06CFL000362|99PAC00030|2006-04-25|2006-04-25||Nabity for Governor|1642 S 152nd Street|Omaha|NE|68144|4023910222|2006-04-25|1000|99FIS09454|S |||2006-04-25|nadc06|DAVID R NABITY
NE PHARM PAC|06CFL001627|99PAC00040|2006-10-26|2006-10-27|0|Governor Heineman Committee|1620 N Street|Lincoln|NE|68508||2006-10-25|1000|99FIS05555|S |||2006-10-30|nadc01|DAVID E HEINEMAN
NE REALTORS PAC|10CFL004496|99PAC00064|2010-05-04|2010-05-04|0||||AL|||2010-05-04|1500|05FIS10057|S |||2010-05-04|nadc06|DANIELLE M CONRAD
NE REALTORS PAC|10CFL004497|99PAC00064|2010-05-04|2010-05-04|0||||AL|||2010-05-04|1000|07FIS10945|S |||2010-05-04|nadc06|KENNETH E SCHILZ
NE REALTORS PAC|12CFL004834|99PAC00064|2012-10-26|2012-10-26|8720133||||AL|||2012-10-25|2500|99FIS00249|S |||2012-10-29|nadc06|BRENDA J COUNCIL
NE RESEARCH PAC|08CFL003224|05PAC00146|2008-10-31|2008-10-31|7840152|US Postal Service - Jerry Joy for Legislature|700 R Street|Lincoln|NE|68508|4024731602|2008-10-29|245.47|08FIS11251|S |||2008-11-10|nadc06|JERRY D JOY
NE RESEARCH PAC|08CFL003225|05PAC00146|2008-10-31|2008-10-31|7840152|US Postal Service - Brenda Council for Legislature|700 R Street|Lincoln|NE|68508|4024731602|2008-10-29|245.47|99FIS00249|S |||2008-11-10|nadc06|BRENDA J COUNCIL
NE RESEARCH PAC|08CFL003226|05PAC00146|2008-10-31|2008-10-31|7840152|US Postal Service - Tanya Cook for Legislature|700 R Street|Lincoln|NE|68508|4024731602|2008-10-29|245.47|07FIS10954|S |||2008-11-10|nadc06|TANYA D COOK
NE RESEARCH PAC|08CFL003228|05PAC00146|2008-10-31|2008-10-31|7840152|US Postal Service - Lorenzen 2008|700 R Street|Lincoln|NE|68508|4024731602|2008-10-29|245.47|08FIS10973|S |||2008-11-10|nadc06|CARL A LORENZEN
NE RESEARCH PAC|08CFL003229|05PAC00146|2008-10-31|2008-10-31|7840152|US Postal Service - Ken Haar for Legislature|700 R Street|Lincoln|NE|68508|4024731602|2008-10-29|245.47|08FIS11036|S |||2008-11-10|nadc06|KENNETH W HAAR
NE RESEARCH PAC|08CFL003230|05PAC00146|2008-10-31|2008-10-31|7840152|US Postal Service - Kathy Campbell for Legislature|700 R Street|Lincoln|NE|68508|4024731602|2008-10-29|245.47|99FIS00043|S |||2008-11-10|nadc06|KATHY   CAMPBELL
NE RESEARCH PAC|08CFL003231|05PAC00146|2008-10-31|2008-10-31|7840152|US Postal Service - Citizens for Marvin|700 R Street|Lincoln|NE|68508|4024731602|2008-10-29|245.47|99FIS09822|S |||2008-11-10|nadc06|DANIEL K MARVIN
NE RESEARCH PAC|08CFL003232|05PAC00146|2008-10-31|2008-10-31|7840152|US Postal Service - Susan Scott for Legislature|700 R Street|Lincoln|NE|68508|4024731602|2008-10-29|245.47|07FIS10965|S |||2008-11-10|nadc06|SUSAN M SCOTT
NE RESEARCH PAC|08CFL003233|05PAC00146|2008-10-31|2008-10-31|7840152|US Postal Service - Chuck Shoemaker for Legislature|700 R Street|Lincoln|NE|68508|4024731602|2008-10-29|245.47|08FIS11065|S |||2008-11-10|nadc06|DON   (CHUCK) C SHOEMAKER
NE RESEARCH PAC|08CFL003234|05PAC00146|2008-10-31|2008-10-31|7840152|U.S. Postal Service - Hadley for Legislature|700 R Street|Lincoln|NE|68508||2008-10-29|245.45|99FIS09358|S |||2008-11-10|nadc06|GALEN D HADLEY
NE RIGHT TO LIFE PAC|06CFL002184|99PAC00067|2006-11-01|2006-11-02||UNITED STATES POST OFFICE|700 R ST |LINCOLN|NE|68508||2006-10-30|703.32|06FIS10352|O |||2006-11-06|nadc06|CAROL L RUSSELL
NE RIGHT TO LIFE PAC|06CFL002185|99PAC00067|2006-11-01|2006-11-02||USPS|700 R ST|LINCOLN|NE|68508||2006-10-30|703.32|99FIS04973|S |||2006-11-06|nadc06|RANDOLPH M FERLIC
NE RIGHT TO LIFE PAC|06CFL002186|99PAC00067|2006-11-01|2006-11-02|7400026|NEWS LINK|1845 S 11TH ST |LINCOLN|NE|68502|4024756397|2006-10-30|373.8|06FIS10352|O |||2006-12-26|nadc05|CAROL L RUSSELL
NE RIGHT TO LIFE PAC|06CFL002187|99PAC00067|2006-11-01|2006-11-02||NEWS LINK|1845 S 11TH ST|LINCOLN|NE|68502|4024756397|2006-10-30|373.8|99FIS04973|S |||2006-11-06|nadc06|RANDOLPH M FERLIC
NE RIGHT TO LIFE PAC|06CFL002188|99PAC00067|2006-11-01|2006-11-02||MILLER MAILING|5005 S 16TH ST |LINCOLN|NE|68512|4024236482|2006-10-30|524.06|06FIS10352|O |||2006-11-06|nadc06|CAROL L RUSSELL
NE RIGHT TO LIFE PAC|06CFL002189|99PAC00067|2006-11-01|2006-11-02||MILLER MAILING|5005 S 16TH ST|LINCOLN|NE|68512|4024236482|2006-10-30|524.06|99FIS04973|S |||2006-11-06|nadc06|RANDOLPH M FERLIC
NE STATE EDUCATION ASSOCIATION PAC|06CFL000399|99PAC00069|2006-05-08|2006-05-09|7300157|Omaha Print -OSBORNE|4700 f street|Omaha|NE|68117|4024774100|2006-05-05|4738|05FIS09998|S |||2008-07-17|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000400|99PAC00069|2006-05-08|2006-05-09|7300156|Clark Creative Group -OSBORNE|514 s 13th st suite 100|Omaha|NE|68102||2006-05-04|53400|05FIS09998|S |||2008-07-17|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000401|99PAC00069|2006-05-08|2006-05-09|7300155|GP Direct -OSBORNE2|8877 s 137th circle|Omaha|NE|68138||2006-05-04|12199.04|05FIS09998|S |||2008-07-17|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000402|99PAC00069|2006-05-08|2006-05-09|7300154|Politicalcalling.com -OSBORNE3|712 5th st suite e|davis|CA|95616|5307588864|2006-05-05|1777.72|05FIS09998|S |||2008-07-17|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000403|99PAC00069|2006-05-08|2006-05-09|7300153|GP Direct -OSBORNE1|8877 s 137th circle|omaha|NE|68138|4023302233|2006-05-05|813.84|05FIS09998|S |||2008-07-17|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000404|99PAC00069|2006-05-08|2006-05-09|7300152|Politicalcalling.com -OSBORNE2|712 5th st suite e|davis|CA|95616|5307588864|2006-05-06|1654.08|05FIS09998|S |||2008-07-17|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000405|99PAC00069|2006-05-08|2006-05-09|7300151|Politicalcalling.com -OSBORNE1|712 5th st suite e|davis|CA|95616|5307588864|2006-05-07|1373.2|05FIS09998|S |||2008-07-17|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000410|99PAC00069|2006-05-09|2006-05-10|7300159|Hudson Bay Company -OSBORNE1|941 o street suite 625|lincoln|NE|68508|4024761010|2006-05-09|6880|05FIS09998|S |||2008-07-17|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000411|99PAC00069|2006-05-09|2006-05-10|7300158|Politicalcalling.com -OSBORNE4|712 5th st suite e|davis|NE|95616|5307588864|2006-05-08|1306.82|05FIS09998|S |||2008-07-17|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000412|99PAC00069|2006-05-10|2006-05-11|7300160|Hudson Bay Company -OSBORNE2|941 o street suite 625|lincoln|NE|68508|4024761010|2006-05-09|7558|05FIS09998|S |||2008-07-17|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000418|99PAC00069|2006-05-11|2006-05-12|7300164|Hudson Bay Company -OSBORNE3|941 o street  suite 625|lincoln|NE|68508|4024761010|2006-05-09|7558|05FIS09998|S |||2008-07-17|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL002194|99PAC00069|2006-11-03|2006-11-06||HUDSON BAY COMPANY -GARRISON|941 O ST STE 625|LINCOLN|NE|68508|4024761010|2006-11-02|2000|05FIS09916|S |||2008-07-17|nadc06|WAYNE L GARRISON
NE STATE EDUCATION ASSOCIATION PAC|06CFL002195|99PAC00069|2006-11-03|2006-11-06||HUDSON BAY COMPANY -ADAMS|941 O ST STE 625|LINCOLN|NE|68508|4024757611|2006-11-02|2000|05FIS10026|S |||2008-07-17|nadc06|GREG L ADAMS
NE STATE EDUCATION ASSOCIATION PAC|06CFL002196|99PAC00069|2006-11-03|2006-11-06||FIELDWORKS, INC -WHITE1|2852 CONNECTICUT AVE NW |WASHINGTON|DC|20008|2026674400|2006-11-01|3905.17|05FIS10042|S |||2008-07-17|nadc06|THOMAS M WHITE
NE STATE EDUCATION ASSOCIATION PAC|06CFL002197|99PAC00069|2006-11-03|2006-11-06||FIELDWORKS, INC  -AVERY|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-01|1801.45|05FIS09994|S |||2008-07-17|nadc06|WILLIAM (BILL)  P AVERY
NE STATE EDUCATION ASSOCIATION PAC|06CFL002198|99PAC00069|2006-11-03|2006-11-06||FIELDWORKS, INC -DUBAS|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-02|1113.32|05FIS10037|S |||2008-07-17|nadc06|ANNETTE  DUBAS
NE STATE EDUCATION ASSOCIATION PAC|06CFL002199|99PAC00069|2006-11-03|2006-11-06||FIELDWORKS, INC -KARPISEK|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-02|2160.77|06FIS10118|S |||2008-07-17|nadc06|RUSSELL J KARPISEK
NE STATE EDUCATION ASSOCIATION PAC|06CFL002200|99PAC00069|2006-11-03|2006-11-06||FIELDWORKS, INC -WALLMAN|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-02|1113.32|05FIS10091|S |||2008-07-17|nadc06|NORMAN T WALLMAN
NE STATE EDUCATION ASSOCIATION PAC|06CFL002201|99PAC00069|2006-11-03|2006-11-06||FIELDWORKS, INC -NANTKES|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-02|1113.32|05FIS10057|S |||2008-07-17|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|06CFL002202|99PAC00069|2006-11-03|2006-11-06||FIELDWORKS, INC -ANDERSON|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-02|1113.32|05FIS10085|S |||2008-07-17|nadc06|LYNNE S ANDERSON
NE STATE EDUCATION ASSOCIATION PAC|06CFL002203|99PAC00069|2006-11-03|2006-11-06||FIELDWORKS, INC -WHITE2|2852 CONNECTICUT AVE NW |WASHINGTON|DC|20008|2026674400|2006-11-02|2776.84|05FIS10042|S |||2008-07-17|nadc06|THOMAS M WHITE
NE STATE EDUCATION ASSOCIATION PAC|06CFL002207|99PAC00069|2006-11-07|2006-11-07||FIELDWORKS, INC -NANTKES|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-05|2950.4|05FIS10057|S |||2008-07-17|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|06CFL002208|99PAC00069|2006-11-07|2006-11-07||FIELDWORKS, INC -DUBAS|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-04|2069.57|05FIS10037|S |||2008-07-17|nadc06|ANNETTE  DUBAS
NE STATE EDUCATION ASSOCIATION PAC|06CFL002209|99PAC00069|2006-11-07|2006-11-07||FIELDWORKS, INC -WALLMAN|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-04|2872.46|05FIS10091|S |||2008-07-17|nadc06|NORMAN T WALLMAN
NE STATE EDUCATION ASSOCIATION PAC|06CFL002210|99PAC00069|2006-11-07|2006-11-07||FIELDWORKS, INC -ANDERSON|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-04|2738.4|05FIS10085|S |||2008-07-17|nadc06|LYNNE S ANDERSON
NE STATE EDUCATION ASSOCIATION PAC|06CFL002211|99PAC00069|2006-11-07|2006-11-07||FIELDWORKS, INC -KARPISEK|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-03|885.25|06FIS10118|S |||2008-07-17|nadc06|RUSSELL J KARPISEK
NE STATE EDUCATION ASSOCIATION PAC|06CFL002212|99PAC00069|2006-11-07|2006-11-07||FIELDWORKS, INC -WHITE|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-03|2697.29|05FIS10042|S |||2008-07-17|nadc06|THOMAS M WHITE
NE STATE EDUCATION ASSOCIATION PAC|06CFL002213|99PAC00069|2006-11-07|2006-11-07||FIELDWORKS, INC -AVERY|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-03|1369.8|05FIS09994|S |||2008-07-17|nadc06|WILLIAM (BILL)  P AVERY
NE STATE EDUCATION ASSOCIATION PAC|06CFL002214|99PAC00069|2006-11-07|2006-11-08|0|FIELDWORKS, INC -DUBAS|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-06|1576.05|05FIS10037|S |||2008-07-17|nadc06|ANNETTE  DUBAS
NE STATE EDUCATION ASSOCIATION PAC|06CFL002215|99PAC00069|2006-11-07|2006-11-08||FIELDWORKS, INC -KARPISEK|2852 CONNECTICUT AVE  NW|WASHINGTON|DC|20008|2026674400|2006-11-06|1278.32|06FIS10118|S |||2008-07-17|nadc06|RUSSELL J KARPISEK
NE STATE EDUCATION ASSOCIATION PAC|06CFL002216|99PAC00069|2006-11-07|2006-11-08||FIELDWORKS, INC  -WALLMAN|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-06|1942.87|05FIS10091|S |||2008-07-17|nadc06|NORMAN T WALLMAN
NE STATE EDUCATION ASSOCIATION PAC|06CFL002217|99PAC00069|2006-11-07|2006-11-08||FIELDWORKS, INC -NANTKES|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-06|1826.63|05FIS10057|S |||2008-07-17|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|06CFL002218|99PAC00069|2006-11-07|2006-11-08||FIELDWORKS, INC -ANDERSON|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-06|1492.07|05FIS10085|S |||2008-07-17|nadc06|LYNNE S ANDERSON
NE STATE EDUCATION ASSOCIATION PAC|06CFL002219|99PAC00069|2006-11-07|2006-11-08||FIELDWORKS, INC -WHITE|2852 CONNECTICUT AVE  NW|WASHINGTON|DC|20008|2026674400|2006-11-06|2601.25|05FIS10042|S |||2008-07-17|nadc06|THOMAS M WHITE
NE STATE EDUCATION ASSOCIATION PAC|06CFL002220|99PAC00069|2006-11-07|2006-11-08||FIELDWORKS, INC -AVERY|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|2006-11-06|1446.26|05FIS09994|S |||2008-07-17|nadc06|WILLIAM (BILL)  P AVERY
NE STATE EDUCATION ASSOCIATION PAC|06CFL002236|99PAC00069|2006-11-09|2006-11-13||Fieldworks,  Inc. -WHITE|2852 Connecticut Ave. NW|Washington|DC|20008|2026674400|2006-11-07|3176.08|05FIS10042|S |||2008-07-17|nadc06|THOMAS M WHITE
NE STATE EDUCATION ASSOCIATION PAC|08CFL002538|99PAC00069|2008-05-08|2008-05-09|0|Hudson Bay Company -SULLIVAN|941 O Street, Suite 625|Lincoln|NE|68508|4024761010|2008-05-06|3774|07FIS10940|S |||2008-07-17|nadc06|KATHLEEN A SULLIVAN
