Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
10IRC00499|LEADERSHIP COMMITTEE, THE (DISSOLVED)|6015 N 167TH TERRACE PLAZA|OMAHA|NE|68116|I|2010-10-28|2010-10-27|I||||2010-10-25|||||||||2014-10-24|2010-11-02|G||
05CAC00731|LEADERSHIP NEBRASKA|219 NORTH BROWN AVE|MINDEN|NE|68959|C|2005-06-17|2005-06-15|I||||2005-06-15|||||||||||||
14CAC01880|LECLAIR4OPPD1|5106 N. 115TH|OMAHA|NE|68164|C|2014-03-26|2014-03-25|I||||2014-03-20||||||||||2014-05-13|||
15CAC02048|LEE FIDELINE FOR RALSTON COUNCIL (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA |NE|68127|C|9999-12-31||||||9999-12-31|||||||||||||
06CAC00987|LEE KLEIN FOR COUNTY COMMISSIONER (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|2006-10-26|2006-10-26|I||||9999-12-31||||||||||2006-11-07|G||
06CAC00895|LEE MYERS FOR STATE LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|2006-05-11||||||9999-12-31|||||||||||||
99CAC00337|LEE TERRY FOR CITY COUNCIL|P.O. BOX 540098|OMAHA|NE|68154|C|1991-01-29|1991-01-29|I||0|I|1991-01-29|       |          |||||||2002-01-30|1999-05-03|G|0|0
99CAC00424|LEE TERRY FOR CONGRESS|123 ANYWHERE|LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||0|I|1900-01-01||99IRC00066||||||R|1978-01-01|2000-05-02|P|0|0
15CAC02108|LEFLER FOR COMMISSIONER|PO BOX 97|MALCOLM |NE|68402|C|2015-11-12|2015-11-12|I||||2015-11-10||||||||||2016-05-10|P||1
12CAC01752|LEIRION FOR LINCOLN|841 S. 21ST|LINCOLN|NE|68510|C|2012-11-27|2012-11-26|I||||2012-11-16||||||||||2013-04-09|||
15CAC02083|LES SPRY FOR LEGISLATURE COMMITTEE|7520 NORTH HAMPTON ROAD|LINCOLN|NE|68506|C|2015-06-12|2015-06-10|I||||2015-07-09||||||||||1900-01-01|G|1|
08CAC01244|LEVY FOR LCCC(NOT REGISTERED)|314 SOUTH 53RD STREET|OMAHA|NE|68132|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-11-04|||
08CAC01161|LIEDMAN FOR WAYNE COUNTY COMMISSIONER (NR)|NOT REGISTERED|CARROLL|NE|68723|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-05-13|||
99CAC00611|LIGHTNER FOR NRD|7421 OSAGE CT|LINCOLN|NE|68506|C|2002-07-01|2002-06-28|I||0|I|2002-06-25||99IRC00297||||||R|2002-12-06|2002-11-05|G|0|1
99CAC00232|LIGHTNER FOR NRD|7421 Osage Court,|LINCOLN|NE|68506|C|1998-05-14|1998-05-14|I||0|I|1998-05-14|       |          |||||||1999-10-20|1998-05-04|P|0|0
99CAC00005|LILLIE LARSEN FOR SCHOOL BOARD|641 HAVERFORD CIRCLE|LINCOLN|NE|68510|C|1999-02-17|1999-02-17|I||0|I|1999-02-09|       |          |||||||2004-01-07|2003-05-04|P|0|0
12CAC01630|LILLIE LARSEN FOR STATE BOARD OF EDUCATION|4041 THORN CT|LINCOLN|NE|68520|C|2012-03-13||I||||2012-03-09|||||||||2013-01-02|2012-11-15|G||1
99PAC00005|LINCOLN CHAMBER OF COMMERCE PAC|3 LANDMARK CENTRE, 1128 LINCOLN MALL, STE 100|LINCOLN|NE|68508|S|1998-03-17|1998-03-17|I||0|I|1998-03-17||||||||||2009-05-12|P||
08BQC00213|LINCOLN COUNTY CITIZENS COMMITTEE (NOT REGISTERED)||NORTH PLATTE|NE|69101|B|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-11-04|||
99PPC00032|LINCOLN COUNTY DEMOCRATIC CENTRAL COMMITTEE|712 S. BELMONT AVE|NORTH PLATTE|NE|69101|T|1978-10-04|1978-10-04|I||0|I|1978-10-04||||||||||2010-11-02|G||1
08BQC00229|LINCOLN COUNTY JAIL BOND COMMITTEE (NR)|301 NORTH JEFFERS ST.|NORTH PLATTE|NE|69101|B|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2008-11-04|||
99PPC00033|LINCOLN COUNTY REPUBLICAN CENTRAL COMMITTEE(DISSOL|814 WEST 4TH STREET,|NORTH PLATTE|NE|69101|T|1977-09-07|1977-09-07|I||0|I|1977-09-07|       |          |||||||1999-10-25|1999-11-04|G|0|0
99PAC00031|LINCOLN EDUCATION ASSOCIATION (LEA PAC)|4920 NORMAL BOULEVARD|LINCOLN|NE|68506|P|1978-09-26|1978-09-26|I||0|I|1978-09-26||||||||||2012-11-08|G||
99PAC00006|LINCOLN FIREFIGHTERS ASSOCIATION PAC|241 VICTORY LANE|LINCOLN|NE|68528|S|1998-10-05|1998-10-05|I||0|I|1998-10-05|||||||||2011-03-29|2009-05-12|P||
99PAC00007|LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|LINCOLN|NE|68504|S|1981-03-27|1981-03-27|I||0|I|1981-03-27||||||||||2012-11-08|P||
12BQC00323|LINCOLN LIAISON COMMITTEE (2012 ELECTION)|301 SOUTH 13TH STREET, SUITE 101|LINCOLN|NE|68508|B|2012-10-10|2012-10-09|I||||2012-10-09|||||||||2013-01-29|2012-11-06|G||
99BQC00064|LINCOLN LIAISON COMMITTEE (DISSOLVED 2001)|6300 CORNHUSKER HWY|LINCOLN|NE|68507|B|2001-04-13|2001-04-13|I|STORM SEWER BOND ISSUE                            |0|I|2001-04-12||99IRC00235||||||R|2001-06-04|2001-05-01|G|0|0
99BQC00083|LINCOLN LIAISON COMMITTEE (DISSOLVED 2003)|6300 CORNHUSKER HWY|LINCOLN|NE|68507|B|2003-03-21|2003-03-21|I|STORM SEWER BOND ISSUE                            |0|I|2003-03-20||99IRC00342||||||R|2003-06-11|2003-05-06|G|0|0
05BQC00104|LINCOLN LIAISON COMMITTEE (DISSOLVED 2005) |PO BOX 29529|LINCOLN|NE|68529|B|2005-03-24|2005-03-24|I|Storm Water Bond Issue|0|O|2005-03-23|||||||||2005-05-06|2005-05-03|G||
07BQC00150|LINCOLN LIAISON COMMITTEE (DISSOLVED 2007)|6300 CORNHUSKER HWY|LINCOLN|NE|68507|B|2007-03-27|2007-03-27|I|Stormwater Bond Issue|0||2007-03-22|||||||||2007-05-09|2007-05-01|||
10BQC00277|LINCOLN LIAISON COMMITTEE (DISSOLVED 2011)|301 SOUTH 13TH STREET, SUITE 101|LINCOLN|NE|68508|B|2010-09-30|2010-09-30|I|Stormwater Bond Issue for City of Lincoln|0||2010-10-20|||||||||2011-03-03|2010-11-02|G||
99PAC00132|LINCOLN NEIGHBORHOOD COALITION (DISSOLVED)|5010 STARLING DR|LINCOLN |NE|68516|I|2003-05-05|2003-05-05|I||0|I|2003-04-24|||||||||2006-01-20|2003-05-06|G||
10CAC01552|LINDA D'ANDREA FOR MAYOR (NOT REGISTERED)|226 S. 6TH STREET|BEATRICE |NE|68310|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2010-11-02|||
15CAC02050|LINDA LEWIS FOR VALLEY COUNCIL (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|VALLEY|NE|68064|C|9999-12-31||||||9999-12-31|||||||||||||
12CAC01608|LINDA MCDERMITT FOR MCC (NOT REGISTERED)|2132 S 179TH STREET|OMAHA|NE|68130|C|2012-01-13||||||9999-12-31|||||||||||||
99CAC00177|LINDA POOLE FOR MILLARD SCHOOL BOARD|5054 S. 171st Avenue,|OMAHA|NE|68135|C|1996-10-07|1996-10-07|I||0|I|1996-10-07|       |          |||||||2001-12-12|2000-11-07|G|1|1
09CAC01353|LINDA RICHARDS FOR RALSTON BOARD OF ED #54 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68504|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
99CAC00137|LINDA ZIMMERMAN FOR CLERK OF DISTRICT COURT|608 E. Memorial Drive,|GRAND ISLAND|NE|68801|C|1994-04-01|1994-04-01|I||0|I|1994-04-01|       |          |||||||2002-10-07|2002-11-05|P|0|1
08CAC01296|LISA RYBAR FOR BELLEVUE SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE |OMAHA|NE|68131|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
12CAC01675|LISA SWANSON BELLEVUE CITY COUNCIL #3(NOT REGISTER|NOT A REGISTERED COMMITTEE|BELLEVUE|NE|68005|C|2012-04-26||||||9999-12-31|||||||||||||
99CAC00540|LIZ KARNES FOR REGENT|308 SOUTH 93RD STREET|OMAHA |NE|68114|C|2001-01-19|2001-01-19|I||0|I|2001-01-12||99IRC00212||||||R|2001-06-28|2002-05-04|P|0|0
99CAC00210|LIZ KARNES FOR SCHOOL BOARD|417 South 93rd Street,|OMAHA |NE|68114|C|1992-06-08|1992-06-08|I||0|I|1992-06-08|       |          |||||||2000-01-18|2003-05-04|P|0|0
08BQC00222|LOCAL OPTION SALES TAX PROPOSITION-WAYNE(NR)|NOT A REGISTERED COMMITTEE|WAYNE|NE|68787|B|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-11-01|G||
05PAC00143|LOCAL UNION 1140 PAC FUND|5626 SORENSEN PARKWAY|OMAHA|NE|68152|S|2005-04-11|2005-04-11|I||||2005-04-11||||||||||2008-11-04|G||
06CAC00985|LOEWENSTEIN FOR SUPERVISOR|211 EAST 48TH|KEARNEY|NE|68845|C|2006-10-23|2006-10-23|I||||2006-10-23||||||||||2010-05-11|P||
06BQC00130|LOGAN VIEW EDUCATIONAL BOOSTERS (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|HOOPER|NE|68031|B|2006-04-10||||||9999-12-31|||||||||||||
99CAC00067|LONNIE MICHAEL FOR SCHOOL BOARD (DISSOLVED)|6120 N. 78TH TER.,|OMAHA|NE|68134|C|1998-06-26|1998-06-26|I||0|I|1998-06-26|       |          |||||||2000-09-22|1998-05-04|P|0|0
08BQC00236|LOOMIS PATRONS FOR EDUCATION|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68510|B|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
08CAC01283|LOREN FOGED FOR GRETNA CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|FREMONT|NE|68026|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
08CAC01081|LORENZEN 2008|953 WESTRIDGE DRIVE|BLAIR|NE|68008|C|2008-01-30|2008-01-29|I||||2008-01-23|||||||||2009-08-04|2008-11-07|G||1
14CAC01962|LORI TOPP FOR JOHNSON COUNTY TREASURER(NOT REGISTE|NOT A REGISTERED COMMITTEE|TECUMSEH|NE|68450|C|2014-06-23||||||9999-12-31|||||||||||||
99CAC00278|LORMONG LO COMMITTEE|3216 CUMING STREET|OMAHA|NE|68131|C|1997-02-19|1997-02-19|I||0|I|1997-02-19|       |          |||||||1900-01-01|2001-04-03|G|0|1
14CAC01936|LOU POFAHL FOR COUNTY COMMISSIONER (NOT REGISTERED|1221 EAST SHERWOOD RD|NORFOLK|NE|68701|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-05-13|P||
99CAC00618|LOUDEN FOR LEGISLATURE|PO BOX 100|ELLSWORTH|NE|69340|C|2002-09-09|2002-09-06|I||0|I|2002-09-09|||||||||2013-01-17|2008-11-07|G||1
10CAC01481|LOUDERBACK FOR LEGISLATURE(DISSOLVED)|18514 CHERRY COURT|GARDNER|KS|66030|C|2010-08-11|2010-08-10|I||||2010-08-04|||||||||2012-04-02|2010-11-02|G||1
10CAC01544|LOUIS LESTER FOR FORT CALHOUN BOARD OF ED (NR)|NOT A REGISTERED COMMITTEE|FT. CALHOUN|NE|68023|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
09BQC00241|LOUISVILLE BOND COMMITTEE (NR)|NOT A REGISTERED COMMITTEE|LOUISVILLE|NE|68037|B|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
99CAC00324|LOWELL JOHNSON FOR PUBLIC SERVICE COMMISSION (DISS|81 WEST FIFTH STREET,|FREMONT |NE|68025|C|1993-10-27|1993-10-27|I||0|I|1993-10-27|||||||||2007-01-31|2000-11-07|G|1|1
13CAC01811|LT. GOV. HEIDEMANN (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|9999-07-03||I||||9999-12-31|||||||||||||
08CAC01191|LUANN KLUCH FOR PAPILLION CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|PAPILLION|NE|68046|C|1900-01-01|1900-01-01|I||||2008-09-10||||||||||2008-11-04|G||
12CAC01660|LUETCHENS FOR LEGISLATURE (DISSOLVED)|33919 WAVERLY RD|MURDOCH|NE|68407|C|2012-04-12||I||||2012-04-18|||||||||2015-07-27|2012-05-15|||
14CAC02022|LUPE GONZALEZ CAMPAIGN(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|SOUTH SIOUX CITY |NE|68776|C|2014-10-29||||||9999-12-31|||||||||||||
14CAC01859|LUX FOR OPPD|2135 S. 38TH AVE|OMAHA|NE|68105|C|2014-01-16|2014-01-16|I||||2014-01-08||||||||||2014-05-13|P||
10CAC01440|LYDIA BRASCH FOR LEGISLATURE|6404 BERG LANE|BLAIR|NE|68008|C|2010-04-19|2010-04-16|I||||2010-04-15||||||||||2014-11-04|G||1
99CAC00494|LYNDA THORPE FOR METRO COMMUNITY COLLEGE|11200 HIGHLAND DRIVE|PAPILLION|NE|68133|C|1978-01-01|1978-01-01|I||0|I|1978-01-01||99IRC00144||||||R|1978-01-01|2000-05-09|P|0|0
09CAC01346|LYNLEE ANDERSON MEDHI FOR MILLARD BD OF ED#17 (NR)|NOT A REGISTERED COMMITTEE|UTICA|NE|68456|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
08CAC01299|LYNLEE MEDHI FOR MILLARD SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|MILLARD|NE|68425|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
10CAC01500|LYNN CRONK FOR STATE BOARD OF EDUCATION (NR)|NOT A REGISTERED COMMITTEE|GRAND ISLAND|NE|68801|C|2010-10-25||||||9999-12-31|||||||||||||
08CAC01246|LYNNE ANDERSON FOR LEARNING COMMUNITY (DISSOLVED)|6626 CUMING STREET|OMAHA|NE|68132|C|2008-10-29|2008-10-29|I||||2008-10-20|||||||||2011-02-25|2008-11-04|G||
08CAC01211|LYNNE TIMMERMAN FEES FOR LEARING (NOT REGISTERED)|2022 SOUTH 109TH STREET|OMAHA|NE|68144|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-11-04|||
15CAC02102|LYNNE WALZ FOR LEGISLATURE|1717 PARKVIEW DR|FREMONT |NE|68025|C|2015-10-13|2015-10-08|I||||2015-10-05||||||||||2016-05-10|G|1|
99PPC00034|MADISON COUNTY REPUBLICAN COMMITTEE (DISSOLVED)|P.O. BOX 638,|MADISON|NE|68748|T|1978-11-06|1978-11-06|I||0| |1978-11-06|       |          |||||||1999-01-25|1900-01-01|P|0|0
14CAC01952|MAGGIE SQUIRES FOR NRD (NOT REGISTERED)|NOT REGISTERED|LINCOLN|NE|68509|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-05-13|P||
99CAC00543|MAGID FOR CITY COUNCIL (DISSOLVED)|11426 DAVENPORT STREET, SUITE B|OMAHA|NE|68154|C|2001-01-22|2001-01-18|I||0|I|2001-01-16||99IRC00216||||||R|2002-08-29|2001-04-03|P|0|0
08BQC00209|MALCOLM EXCELLENCE IN EDUCATION (NOT REGISTERED)|PO BOX 17|MALCOLM |NE|68402|B|9999-12-31|9999-12-31|||||9999-12-31||||||||||2008-11-04|||
99CAC00503|MARBLE FOR METRO BOARD|5640 GRANT STREET|OMAHA|NE|68104|C|2000-08-25|2000-08-24|I||0|I|2000-08-22||99IRC00157||||||R|2001-01-18|2000-11-07|G|0|1
99CAC00224|MARC KRAFT ELECTION COMMITTEE (DISSOLVED)|601 NORTH 51ST STREET,|OMAHA|NE|68132|C|1994-10-27|1994-10-27|I||0|I|1994-10-27|||||||||2006-10-09|2001-04-03|G|1|1
06CAC00852|MARC KRAFT FOR LEGISLATURE (DISSOLVED)|601 N 51ST|OMAHA|NE|68132|C|2006-04-11|2006-04-10|I||||2006-04-04|||||||||2007-12-26|2006-05-09|P||
10CAC01395|MARC V. WOODLE FOR COUNTY ASSESSOR|1002 LIMERICK ROAD|PAPILLION|NE|68046|C|2010-01-11|2010-01-11|I||||2009-11-04|||||||||2010-06-16|2010-05-11|P||
10CAC01442|MARIAN FEY FOR OPS BOARD|1211 N 53RD STREET|OMAHA|NE|68132|C|2010-04-21|2010-04-19|I||||2010-04-10||||||||||2010-05-11|P||
06CAC00933|MARILYN CARPENTER STATE BD OF ED 6(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|GRAND ISLAND|NE|68803|C|2006-06-20||||||9999-12-31|||||||||||||
15CAC02061|MARILYN RICKLEY FOR OPS SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68131|C|9999-12-31||||||9999-12-31|||||||||||||
99CAC00164|MARK BROSNIHAN FOR REGISTER OF DEEDS|541 South 31st Street,|OMAHA|NE|68105|C|1996-03-13|1996-03-13|I||0|I|1996-03-13|       |          |||||||1999-07-02|1996-05-04|P|0|0
15CAC02055|MARK BYARS FOR BENNINGTON SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|C|9999-12-31||||||9999-12-31|||||||||||||
06CAC00839|MARK CARD FOR SARPY COUNTY REGISTER DEEDS (NR)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|2006-04-07|2006-04-07|I||||9999-12-31||||||||||2006-05-09|P||
05CAC00762|MARK CHRISTENSEN FOR LEGISLATURE|PO BOX 1058; 102 WEST 5TH |IMPERIAL|NE|69033|C|2005-12-19|2005-12-15|I||||2005-12-15||||||||||2010-11-02|G|1|1
99CAC00682|MARK DRAPER FOR SCHOOL BOARD|1316 S. 98TH STREET|OMAHA|NE|68124|C|2004-04-23|2004-04-22|I||0|I|2004-04-20||99IRC00397||||||R|2004-06-08|2004-05-11|P|0|0
10CAC01549|MARK ELLERBECK FOR LAVISTA CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LA VISTA|NE|68128|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
06CAC00885|MARK MASTERTON FOR CO COMMISSIONER(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|SCOTTSBLUFF|NE|69361|C|2006-05-03||||||9999-12-31|||||||||||||
10CAC01408|MARK OVERMAN FOR SHERIFF|3602 SKYLINE DRIVE|SCOTTSBLUFF|NE|69361|C|2010-02-24|2010-02-22|I||||2010-02-19||||||||||2010-05-11|P||
08CAC01266|MARK WALENZ FOR LEARNING COMMUNITY (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68104|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
14CAC02029|MARK WERNER FOR CHADRON CITY COUNCIL (NR)|NOT REGISTERED|CHADRON|NE|69337|C|1900-01-01|1900-01-01|I||||1900-01-01||||||||||2014-11-04|G||
14CAC01986|MARK WHITE VISTA CITY COUNCIL(NOT REGISTERED)|NOT REGISTERED|ZIP NOT VALID|NE|68599-9999|C|1900-01-01||||||1900-01-01|||||||||||||
99CAC00309|MARK WILLIAMS FOR DISTRICT 66 (DISSOLVED)|1908 SOUTH 113TH AVENUE,|OMAHA|NE|68144|C|1996-07-24|1996-07-24|I||0| |1996-07-24|       |          |||||||1999-01-26|1996-05-04|P|0|0
13CAC01780|MARQUE SNOW FOR OPS SCHOOL BOARD |105 N 31ST AVE. APT# 506|OMAHA|NE|68131|C|2013-03-21|2013-03-20|I||||2013-03-18||||||||||2013-04-02|||
06CAC00986|MARSHA BABCOCK FOR COUNTY COMMISSIONER(DISSOLVED)|3909 310TH ST|ELMWOOD|NE|68349|C|2006-10-23|2006-10-23|I||||2006-10-23|||||||||2010-02-02|2006-11-07|G||
10CAC01433|MARTHA SLOSBURG CAMPAIGN FOR DISTRICT 66 (DISSOLVE|3316 S. 101 STREET|OMAHA|NE|68124|C|2010-04-12|2010-04-09|I||||2010-03-30|||||||||2011-06-27|2010-05-11|P||
99CAC00681|MARTIN FOR MAYOR|101 SOUTH CHESTNUT; P.O. BOX 1269|||691031269|C|2004-04-22|2004-04-20|I||0|I|2004-04-17|||||||||2005-01-05|2004-11-02|G||1
14CAC01959|MARTIN STEINBECK FOR NORTH PLATTE CITY COUNCIL-NR|NOT REGISTERED|NORTH PLATTE|NE|69101|C|9999-12-31|9999-12-31|I|||O|9999-12-31|||||||||||||
99CAC00621|MARTINEZ FOR SCHOOL BOARD|4530 T ST|OMAHA|NE|68117|C|2002-09-18|2002-09-17|I||0|I|2002-09-08|||||||||2010-02-01|2006-11-07|P|1|1
12CAC01753|MARVIN BUTCH HUGHES FOR LEGISLATURE #33 (NR)|4135 EAST HADCO ROAD |HASTINGS|NE|68901|C|2012-11-29||I||||1900-01-01||||||||||2012-11-06|||
99CAC00715|MARVIN FOR CITY COUNCIL|5918 ROLLING HILLS BLVD|LINCOLN|NE|68512|C|2004-12-10|2004-12-09|I||0|I|2004-12-03||99IRC00439||||||R|1900-01-01|2005-04-05|P|0|0
06CAC00910|MARVIN HAVLAT FOR LEGISLTURE #24 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|MILFORD|NE|68405|C|2006-05-16||||||9999-12-31|||||||||||||
99CAC00132|MARY 'COOKIE' WITTLER FOR CLERK OF DISTRICT COURT|3121 North 71st Street,|LINCOLN|NE|68507|C|1998-02-27|1998-02-27|I||0| |1998-02-27|       |          |||||||1998-09-21|1998-05-04|P|0|0
99CAC00032|MARY ANN BORGESON FOR COUNTY BOARD|12503 Anne Street,|OMAHA|NE|68137|C|1994-03-08|1994-03-08|I||0|I|1994-03-08||||||||||2006-11-07|G|1|
10CAC01532|MARY CAFFEY FOR VALLEY MAYOR (NR)|NOT A REGISTERED COMMITTEE|VALLEY|NE|68064|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
10CAC01546|MARY ELLEN DRICKEY FOR OPS BOARD (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68102|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
08CAC01301|MARY FINDLAY FOR PAPILLION SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|DANBURY|NE|69026|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||2008-01-01|P||
06CAC00997|MARY GOODMAN GAMBLE FOR CLERK (UNREGISTERED)|NOT A REGISTERED COMMITTEE|MILLER|NE|68858|C|2006-11-03||I||||9999-12-31|||||||||||||
08CAC01141|MARY HARDING 4 NPPD (DISSOLVED 2-2-2010)|1919 D STREET|LINCOLN|NE|68502|C|2008-05-06|2008-05-06|I||||2008-04-26|||||||||2010-02-02|2008-05-13|P||
14CAC01928|MARY HARDING FOR NPPD|PO BOX 81854|MILFORD|NE|68405|C|2014-04-21|2014-04-18|I|||O|2014-04-11||||||||||2014-05-13|P||
10CAC01531|MARY JOHNSON FOR BENNINGTON MAYOR (NR)|NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
06CAC00891|MARY KAY BEGLEY FOR MUD|4180 CHICAGO ST|OMAHA|NE|68131|C|2006-10-24|2006-10-23|I||||2006-10-13|||||||||2008-03-21|2006-11-07|G||
14CAC02023|MARY MCCOMBER CAMPAIGN(NOT REGISTERED)|NOT A REGISTERED COMMITTEE|SOUTH SIOUX CITY |NE|68776|C|2014-10-29||||||9999-12-31|||||||||||||
12CAC01734|MARY MORRISSEY FOR OPS #6 (NOT REGISTERED)|UNKNOWN|OMAHA |NE|68114|C|1900-01-01|1900-01-01|I||||1900-10-10||||||||||2012-11-06|||
09CAC01338|MARY TRENERRY FOR LEARNING COUNCIL #6 (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|P||
15CAC02060|MATT REINSCH FOR MILLARD SCHOOL BOARD|NOT A REGISTERED COMMITTEE|OMAHA|NE|68137|C|9999-12-31||||||9999-12-31|||||||||||||
13CAC01770|MATT SCANLAN FOR OPS|523 MEADOW RD|OMAHA|NE|68154|C|2013-03-05||I||||1900-01-01||||||||||2013-04-02|||
15CAC02070|MATT SCHULTE FOR SCHOOL BOARD|5555 SOUTH STREET|LINCOLN|NE|68506|C|2015-02-23|2015-02-20|I||||2015-02-26||||||||||2015-04-07|P||
13CAC01841|MATT WILLIAMS FOR LEGISLATURE, INC.|900 LAKE AVENUE, BOX 81|GOTHENBURG|NE|69138|C|2013-10-30|2013-10-30|I||||2013-11-06||||||||||2014-11-04|G||1
14CAC01894|MATTHEW HEADLEY COMMITTEE|125 S. 4TH STREET #306, BOX 102|NORFOLK|NE|68702|C|2014-04-04|2014-04-03|I||||2014-04-02||||||||||2014-05-13|P||
99CAC00416|MATTHEW L. MONTAG (DISSOLVED)|2823 S 32ST|OMAHA|NE|68105|C|1999-11-30|1999-11-30|I||0|I|1999-10-04||99IRC00037||||||R|2004-04-28|2000-05-09|P|0|1
06CAC00908|MATTHEW STELLY FOR LEGISLATURE #8 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68132|C|2006-05-16||||||9999-12-31|||||||||||||
15CAC02054|MATTHEW WICKHAM FOR BENNINGTON SCHOOL BOARD (NR)|NOT A REGISTERED COMMITTEE|BENNINGTON|NE|68007|C|9999-12-31||||||9999-12-31|||||||||||||
99CAC00284|MATZKE FOR LEGISLATURE|2311 Maple Street,|SIDNEY|NE|69162|C|1994-03-08|1994-03-08|I||0|I|1994-03-08|       |          |||||||2001-04-16|2000-11-07|G|0|1
99CAC00473|MAUK ELECTION CAMPAIGN (DISSOLVED)|1300 TAYLOR|NORFOLK|NE|68701|C|2000-04-24|2000-04-21|I||0|I|2000-04-19||99IRC00118||||||R|2004-02-02|2000-11-07|G|0|1
10CAC01535|MAUREEN KONWINSKI FOR RALSTON CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|OMAHA |NE|68127|C|9999-12-31|9999-12-31|I||||9999-12-31||||||||||9999-12-31|G||
99CAC00512|MAURSTAD FOR LEGISLATURE (NOW LT. GOVERNOR)|1300 JEFFERSON PO BOX 725|BEATRICE |NE|68310|C|1994-01-14|1994-01-14|I||0||1994-01-14||99IRC00168||||||R|1997-10-14|1994-11-07|G|1|1
99CAC00289|MAXINE MOUL FOR LT. GOVERNOR|850 SOUTH 51ST STREET|LINCOLN|NE|68510|C|1990-02-26|1990-02-26|I||0|I|1990-02-26|||||||||2008-01-08|2002-05-04|G||
09CAC01336|MAXWELL FOR CITY COUNCIL|3835 CALIFORNIA STREET|OMAHA|NE|68131|C|2009-01-12|2009-01-12|I||||2008-12-31|||||||||2011-01-05|2009-04-07|P||
