ID|Lobbyist Last Name|Lobbyist First Name|Principal Name|Statement Due|Due Date|Date Filed|Amount|Status|Reduced|Order Signed|Date Paid|Interest Paid
1448|Gottschalk|Kristen|NE Rural Electrification Assn|4th Quarter Report|2007-01-30|2007-02-01|50.00|PAID|||2007-02-16|
1449|Festersen|Pete|Greater Omaha Chamber of Commerce|4th Quarter Report|2007-01-31|2007-01-30|25.00|PAID|||2007-02-20|
1450|Kruse|Dacia|Greater Omaha Chamber of Commerce|4th Quarter Report|2007-01-30|2007-01-31|25.00|PAID|||2007-02-20|
1451|Funk|Christine|Planned Parenthood of NE and Council Bluffs|4th Quarter Report|2007-01-30|2007-01-31|25.00|PAID|||2007-02-13|
1452|Kierstead|Roberta|Planned Parenthood of NE and Council Bluffs|4th Quarter Report|2007-01-30|2007-01-31|25.00|PAID|||2007-02-13|
1453|Plucker|Julia|Community Alliance|4th Quarter Report|2007-01-30|2007-01-31|25.00|PAID|||2007-02-21|
1454|Plucker|Julia|NE Credit Union League|4th Quarter Report|2007-01-30|2007-01-31|25.00|PAID|||2007-02-21|
1455|Plucker|Julia|Bennington Public Schools|4th Quarter Report|2007-01-30|2007-01-31|25.00|PAID|||2007-02-21|
1456|Plucker|Julia|NE Schools Activities Assn|4th Quarter Report|2007-01-30|2007-01-31|25.00|PAID|||2007-02-21|
1457|Smith|Steve|WaterClaim|4th Quarter Report|2007-01-30|2007-01-31|25.00|PAID|||2007-02-13|
1458|Campbell|Mary|AIA Nebraska|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1459|Campbell|Mary|Community Health Endowment of Lincoln|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1460|Campbell|Mary |Educational Service Units Administrators Assn|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1461|Campbell|Mary|Friends of NE Nonprofit Hospitals|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1462|Campbell|Mary|Industrial Energy Users of NE|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1463|Campbell|Mary|Lincoln Public Schools|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1464|Campbell|Mary|NE Cable Communications Assn|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1465|Campbell|Mary|The Nature Conservancy Action Fund|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1466|Campbell|Mary|Region II and V Services|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1467|Campbell|Mary|State Troopers Assn of NE, Inc|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1468|Campbell|Mary|University of Nebraska|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1469|Campbell|Mary|Waste Management|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1470|Campbell|Mary|NE Beer Wholesalers Assn|4th Quarter Report|2007-01-30|2007-01-31|25.00|PAID|||2007-02-09|
1471|Campbell|Mary|NE Hospital Assn|4th Quarter Report|2007-01-30|2007-01-31|25.00|PAID|||2007-02-09|
1473|Paden|Nicholas|Mary Campbell/Campbell and Associates|4th Quarter Report|2007-01-30|2007-01-31|25.00|REDUCED|0.00|2007-02-05||
1489|Hall|Kimberle|NE Assn. of Home & Community Health Agencies|4th Quarter Report|2007-01-30|2007-02-12|325.00|RED/PAID|25.00|2007-03-12|2007-03-08|
1492|Austin|Jordan|The National Rifle Association of America|1st Quarter Report|2007-04-30|2007-05-03|75.00|PAID|||2007-08-30|
1493|DeMay|James|Citigroup, Inc.|4th Quarter Report|2007-01-30|2007-04-24|750.00|REDUCED|0.00|2007-05-08||
1494|Dudley|William|AFLAC|1st Quarter Report|2007-04-30|2007-05-04|100.00|PAID|||2007-06-11|
1593|Fraizer|T.J.|AFLAC|3rd Quarter Report|2007-10-30|2007-10-31|25.00|PAID|||2007-11-16|
1496|Goodler|Donna|NE Assn of Convention & Visitors Bureau|1st Quarter Report|2007-04-30|2007-05-03|75.00|REDUCED|0.00|2007-05-21||
1497|Marsh|Laurel|ACLU Nebraska|1st Quarter Report|2007-04-30|2007-05-01|25.00|PAID|||2007-05-11|
1498|Miller|Amy|ACLU Nebraska|1st Quarter Report|2007-04-30|2007-05-01|25.00|PAID|||2007-05-17|
1499|Otto|James|NE Retail Federation|1st Quarter Report|2007-04-30|2007-05-02|50.00|REDUCED|0.00|2007-06-27||
1500|Otto|James|NE Restaurant Association|1st Quarter Report|2007-04-30|2007-05-02|50.00|RED/PAID|25.00|2007-06-27|2007-06-27|
1501|Wimmer|J. Kent|Western Sugar Cooperative|1st Quarter Report|2007-04-30|2007-05-07|175.00|PAID|||2007-05-21|
1594|Fraizer|T.J.|American Insurance Association|3rd Quarter Report|2007-10-30|2007-10-31|25.00|PAID|||2007-11-16|
1595|Fraizer|T.J.|Mutual of Omaha Companies|3rd Quarter Report|2007-10-30|2007-10-31|25.00|PAID|||2007-11-16|
1596|Gangwish|Duane|NE Cattlemen, Inc.|3rd Quarter Report|2007-10-30|2007-10-31|25.00|PAID|||2007-11-14|
1597|Kelsey|Michael|NE Cattlemen, Inc.|3rd Quarter Report|2007-10-30|2007-10-31|25.00|PAID|||2007-11-14|
1598|Lowery|Lon|Novartis Pharmaceuticals Corporation|3rd Quarter Report|2007-10-30|2007-11-05|150.00|RED/PAID|25.00|2007-11-26|2007-11-26|
1599|McClymont|Pete|NE Cattlemen, Inc.|3rd Quarter Report|2007-10-30|2007-10-31|25.00|PAID|||2007-11-14|
1600|Troutman|Gary|City of Bellevue|3rd Quarter Report|2007-10-30|2007-11-05|150.00|RED/PAID|25.00|2008-02-21|2008-02-22|
1601|Libsack|Fiona|Regional West Health Services|3rd Quarter Report|2007-10-30|2007-11-06|175.00|REDUCED|0.00|2007-11-26||
1602|McHugh|James|Regional West Health Services|3rd Quarter Report|2007-10-30|2007-11-06|175.00|REDUCED|0.00|2007-11-26||
1616|Seacrest|Kent|Vision 2015|3rd Quarter Report|2007-10-30|2007-11-09|250.00|RED/PAID|25.00|2007-11-27|2007-11-27|
1730|Clark|Doug|Metropolitan Utilities District|Statement of Activity|2008-06-02|2008-06-30|700.00|REDUCED|0.00|2008-06-30||
1731|Eklund|Carrie|NE Medical Association|1st Quarter Report|2008-04-30|2008-06-30|750.00|REDUCED|0.00|2008-07-01||
1732|Eklund|Carrie|NE Medical Association|Statement of Activity|2008-06-02|2008-07-01|725.00|REDUCED|0.00|2008-07-01||
1733|Engle|Erin|State Farm Insurance Co.|Statement of Activity|2008-06-02|2008-06-24|550.00|REDUCED|0.00|2008-07-01||
1734|Hassebrook|Chuck|Center for Rural Affairs|Statement of Activity|2008-06-02|2008-06-26|600.00|REDUCED|0.00|2008-06-26||
1735|Johnson|Larry|NE Trucking Association|Statement of Activity|2008-06-02|2008-06-27|625.00|PAID|||2008-07-23|
1736|Lamb|Amy|NE Occupational Therapy Association|Statement of Activity|2008-06-02|2008-06-27|625.00|REDUCED|0.00|2008-06-30||
1737|Mass|Ken|NE State AFL-CIO|Statement of Activity|2008-06-02|2008-06-26|600.00|REDUCED|0.00|2008-06-26||
1738|Maxwell|Chip|NE Coalition or Ethical Research|Statement of Activity|2008-06-02|2008-06-25|575.00|REDUCED|0.00|2008-06-26||
1325|Alexander|William|William D Alexander|Statement of Activity|2006-05-30|2006-07-28|750.00|REDUCED|0.00|2006-08-03||
1326|Anderson|Steven |Institute for Justice|Statement of Activity|2006-05-30|2006-07-21|750.00|REDUCED|0.00|2006-08-03||
1327|Bunger|Charles|Development Corporation of North Platte|Statement of Activity|2006-05-30|2006-06-15|400.00|REDUCED|0.00|2006-09-14||
1328|Dudley|William|AFLAC|Statement of Activity|2006-05-30|2006-06-01|50.00|PAID|||2006-08-23|
1329|Fahleson|Mark|Linweld|Statement of Activity|2006-05-30|2006-07-28|750.00|REDUCED|0.00|2006-08-02||
1330|Fahleson|Mark|Abengoa|Statement of Activity|2006-05-30|2006-07-28|750.00|REDUCED|0.00|2006-08-02||
1331|Harmon|Annette|NE Nurses Association|Statement of Activity|2006-05-30|2006-07-31|750.00|REDUCED|0.00|2006-08-03||
1332|Hernandez|Jennifer|NE Appleseed Center for Law in the Public Interest|Statement of Activity|2006-05-30|2006-06-27|700.00|REDUCED|0.00|2006-12-27||
1333|Hunter|Martha|League of Women Voters of NE|1st Quarter Report|2006-05-01|2006-06-07|750.00|REDUCED|0.00|2006-08-03||
1334|Johnson|Rod |Ne Pork Producers Assn|Statement of Activity|2006-05-30|2006-06-01|50.00|PAID|||2006-08-18|
1335|Niemann|Nicholas|Greater Omaha Chamber of Commerce|Statement of Activity|2006-05-30|2006-06-16|750.00|REDUCED|0.00|2006-08-03||
1398|Dudley|William|AFLAC|3rd Quarter Report|2006-10-30|2006-11-06|175.00|PAID|||2006-12-11|
1337|Riibe|Diane|Project Extra Mile|Statement of Activity|2006-05-30|2006-06-05|150.00|REDUCED|0.00|2006-08-25||
1338|Weston|Deborah|The Arc of Nebraska|1st Quarter Report|2006-05-01|2006-06-22|750.00|RED/PAID|25.00|2006-08-10|2006-08-10|
1340|Aspengren|Eric|Nebraskans Against the Death Penalty|Statement of Activity|2006-05-30|2006-06-13|350.00|REDUCED|0.00|2006-08-21||
1341|Beattie|George|NE Bankers Assn|Statement of Activity|2006-05-30|2006-07-31|750.00|REDUCED|0.00|2006-08-21||
1342|Burroughs|Sheila|NE Society of CPA's|Statement of Activity|2006-05-30|2006-07-28|750.00|REDUCED|0.00|2006-08-21||
1343|Hall|Kimberle|NE Assn of Home & Community Health Agencies|Statement of Activity|2006-05-30|2006-08-01|750.00|REDUCED|0.00|2006-08-21||
1344|Hollingsead|Andrew |NE Tax Research Council, Inc|Statement of Activity|2006-05-30|2006-08-01|750.00|REDUCED|0.00|2006-08-21||
1345|Krebsbach|Laura|Sierra Club|Statement of Activity|2006-05-30|2006-07-28|750.00|PAID|||2006-08-23|
1346|Mass|Ken|NE State AFL-CIO|Statement of Activity|2006-05-30|2006-08-02|750.00|REDUCED|0.00|2006-08-21||
1347|Miller|Amy|ACLU Nebraska|Statement of Activity|2006-05-30|2006-06-13|350.00|RED/PAID|25.00|2006-09-05|2006-09-05|
1348|Mischo|Craig|Bayer Health Care|Statement of Activity|2006-05-30|2006-08-01|750.00|REDUCED|0.00|2006-08-21||
1349|Passarelli|Angelo|Millard Public Schools|Statement of Activity|2006-05-30|2006-08-01|750.00|REDUCED|0.00|2006-08-21||
1350|Weak|Jeffrey|Metro Omaha Theme Park|Statement of Activity|2006-05-30|2006-07-31|750.00|REDUCED|0.00|2006-08-21||
1351|Werner|Terry |National Assn of Social Workers NE Chapter|Statement of Activity|2006-05-30|2006-07-31|750.00|REDUCED|0.00|2006-08-17||
1352|Wood|Keith|National Rifle Assn|Statement of Activity|2006-05-30|2006-08-02|750.00|REDUCED|0.00|2006-08-21||
1399|Anderson|Robert|Anderson Management Services, Inc|3rd Quarter Report|2006-10-30|2006-11-16|425.00|REDUCED|0.00|2006-12-22||
1400|Licht|Alice |Anderson Management Services, Inc|3rd Quarter Report|2006-10-30|2006-11-16|425.00|REDUCED|0.00|2006-12-22||
1401|Licht|Andrew|Anderson Management Services, Inc|3rd Quarter Report|2006-10-30|2006-11-16|425.00|REDUCED|0.00|2006-12-22||
1402|Licht|Alice|Automotive Recycling Industry of NE|3rd Quarter Report|2006-10-30|2006-11-16|425.00|REDUCED|0.00|2006-12-22||
1403|Nilsen|Patrick|Carpenters District Council Kansas City and Vicinity|3rd Quarter Report|2006-10-30|2006-10-31|25.00|REDUCED|0.00|2006-12-12||
1404|Reynolds|Simera |MADD Nebraska|3rd Quarter Report|2006-10-30|2006-10-31|25.00|PAID|||2006-11-28|
1405|Wickman-Byrd|Barbara|Metro Omaha Builders Association|3rd Quarter Report|2006-10-30|2006-11-01|50.00|PAID|||2006-12-28|
1406|Werner|Terry|Nebraska Chapter National Association of Social Workers|3rd Quarter Report|2006-10-30|2006-10-31|25.00|PAID|||2006-12-04|
1407|Chermok|Ruth|National Electrical Contractors Association|2nd Quarter Report|2006-07-31|2006-10-20|750.00|PAID|||2006-11-28|
1408|Anderson|Robert|NE Agri-Business Association|3rd Quarter Report|2006-10-30|2006-11-16|425.00|REDUCED|0.00|2006-12-22||
1409|Licht|Alice|NE Agri-Business Association|3rd Quarter Report|2006-10-30|2006-11-16|425.00|REDUCED|0.00|2006-12-22||
1410|Mumgaard|Milo|NE Appleseed Center for Law in the Public Interest|2nd Quarter Report|2006-07-31|2006-10-20|750.00|PAID|||2007-02-13|8.59
1411|Gould|Rebecca|NE Appleseed Center for Law in the Public Interest|2nd Quarter Report|2006-07-31|2006-10-20|750.00|REDUCED|0.00|2006-12-26||
1412|Hernandez|Jennifer|NE Appleseed Center for Law in the Public Interest|2nd Quarter Report|2006-07-31|2006-10-20|750.00|REDUCED|0.00|2006-12-27||
1413|Licht|Alice|NE Auctioneers Assn|3rd Quarter Report|2006-10-30|2006-11-16|425.00|REDUCED|0.00|2006-12-22||
1414|Licht|Alice|NE Aviation Trades Assn|3rd Quarter Report|2006-10-30|2006-11-16|425.00|REDUCED|0.00|2006-12-22||
1415|Baack|Dennis|NE Community College Assn|2nd Quarter Report|2006-07-31|2006-10-12|750.00|PAID|||2006-12-01|
1416|Hutchinson|Michael|NE Family Council|3rd Quarter Report|2006-10-30|2006-11-02|75.00|PAID|||2006-11-30|
1417|Riskowski|Al|NE Family Council|3rd Quarter Report|2006-10-30|2006-11-02|75.00|PAID|||2006-11-30|
1418|Licht|Alice|NE Hotel and Motel Assn|3rd Quarter Report|2006-10-30|2006-11-16|425.00|REDUCED|0.00|2006-12-22||
1419|Harmon|Annette|NE Nurses Assn|3rd Quarter Report|2006-10-30|2006-11-01|50.00|RED/PAID|25.00|2006-12-05|2006-12-05|
1420|Licht|Alice|NE State Pest Control Assn|3rd Quarter Report|2006-10-30|2006-11-16|425.00|REDUCED|0.00|2006-12-22||
1421|Skinner|Debra|NE Travel Assn|3rd Quarter Report|2006-10-30|2006-11-03|100.00|REDUCED|0.00|2006-11-30||
1422|Aspengren|Eric|Nebraskans Against the Death Penalty|3rd Quarter Report|2006-10-30|2006-10-31|25.00|PAID|||2006-12-13|
1423|Stading|Donald|Ameritas Life Insurance Company|3rd Quarter Report|2006-10-30|2006-11-14|375.00|PAID|||2006-12-01|
1424|Lange|Robert|Ameritas Life Insurance Company|3rd Quarter Report|2006-10-30|2006-11-14|375.00|PAID|||2006-12-01|
1425|Williams|David|Ameritas Life Insurance Company|3rd Quarter Report|2006-10-30|2006-11-14|375.00|PAID|||2006-12-01|
1426|Hale|Susan|Center for People in Need|3rd Quarter Report|2006-10-30|2006-11-14|375.00|REDUCED|0.00|2006-11-20||
1490|Fahleson|Mark|Linweld, Inc.|4th Quarter Report|2007-01-30|2007-02-08|225.00|RED/PAID|25.00|2007-02-14|2007-02-14|
1533|Adams|Robert|Alliance for marriage Foundation|2nd Quarter Report|2007-07-30|2007-08-01|50.00|PAID|||2007-08-20|
1534|Austin|Jordan|National Rifle Association|2nd Quarter Report|2007-07-30|2007-08-02|75.00|PAID|||2007-08-30|
1535|Beck|Curt|Associated General Contractors, NE Chapter|2nd Quarter Report|2007-07-30|2007-08-02|75.00|PAID|||2007-08-10|
1536|Bydalek|David|Family First|2nd Quarter Report|2007-07-30|2007-07-31|25.00|PAID|||2007-10-16|
1740|Mueller|Monica|Motorola, Inc.|Statement of Activity|2008-06-02|2008-06-27|625.00|REDUCED|0.00|2008-06-30||
1741|Owens|Daniel|Center for Rural Affairs|Statement of Activity|2008-06-02|2008-06-26|600.00|REDUCED|0.00|2008-06-30||
1742|Pearce|Denise|City of Lincoln|Statement of Activity|2008-06-02|2008-07-02|750.00|REDUCED|0.00|2008-07-02||
1743|Renner Hood|Jane|NE Humanities Council|Statement of Activity|2008-06-02|2008-06-26|600.00|REDUCED|0.00|2008-07-01||
1744|Sahling-Zart|Shelley|Lincoln Electric System|Statement of Activity|2008-06-02|2008-06-27|325.00|REDUCED|0.00|2008-06-30||
1430|Othmer|Mark |Iowa/Nebraska Equipment Dealers Assn|2nd Quarter Report|2006-07-31|2006-12-18|750.00|RED/PAID|25.00|2006-12-26|2006-12-22|
1431|Castner-Wightman|Anna|First National of Nebraska, Inc|3rd Quarter Report|2006-10-30|2006-12-21|750.00|PAID|||2007-01-11|
1472|Campbell|Mary|NE Wholesaler Liquor Distributors Assn|4th Quarter Report|2007-01-30|2007-01-31|25.00|PAID|||2007-02-09|
1474|Beck|Curt|Associated General Contractors of America, NE Chapter|4th Quarter Report|2007-01-30|2007-02-01|50.00|PAID|||2007-02-23|
1475|Wickman-Byrd|Barbara|Metro Omaha Builders Assn|4th Quarter Report|2007-01-30|2007-02-02|75.00|PAID|||2007-03-05|
1476|Kelsey|Michael|NE Cattlemen, Inc|4th Quarter Report|2007-01-30|2007-02-02|75.00|PAID|||2007-02-13|
1477|Gangwish|Duane|NE Cattlemen, Inc|4th Quarter Report|2007-01-30|2007-02-02|75.00|PAID|||2007-02-13|
1478|Aspengren|Eric|Nebraskans Against the Death Penalty|4th Quarter Report|2007-01-30|2007-02-05|51.97|PAID|||2007-10-29|4.57
1479|Belcher|Barbara|Merck and Company|4th Quarter Report|2007-01-30|2007-02-06|175.00|PAID|||2007-02-20|
1480|Fahleson|Mark|Lindweld, Inc|4th Quarter Report|2007-01-30|2007-02-08|225.00|REDUCED|25.00|2007-02-14|2007-02-14|
1481|Pirruccell|Jeffrey|McGrath North Mullen and Kratz PC LLO|4th Quarter Report|2007-01-30|2007-02-09|250.00|REDUCED|0.00|2007-02-12||
1529|Belschner|Shanna|Children & Family Coalition of NE|Statement of Activity|2007-07-16|2007-07-17|25.00|PAID|||2007-07-17|
1502|Elliott|Joseph|Professional Insurance Agents |1st Quarter Report|2007-04-30|2007-05-02|50.00|REDUCED|0.00|2007-05-11||
1503|Todd|A. Loy|NE New Car & Truck Dealers Association|1st Quarter Report|2007-04-30|2007-05-08|200.00|REDUCED|0.00|2007-05-15||
1530|Dudley|William|AFLAC|Statement of Activity|2007-07-16|2007-07-20|100.00|PAID|||2007-08-10|
1532|Adams|Robert|Alliance for Marriage Foundation, Inc.|Statement of Activity|2007-07-16|2007-07-20|100.00|PAID|||2008-04-01|
1569|Aspengren|Eric|Nebraskans Against the Death Penalty|1st Quarter Report|2007-04-30|2007-06-06|750.00|PAID|||2007-10-29|
1570|Austin|Jordan|The National Rifle Association|Statement of Activity|2007-07-16|2007-08-02|425.00|PAID|||2007-08-30|
1571|Burkhart|Burdette|America Legion|Statement of Activity|2007-07-16|2007-07-30|350.00|REDUCED|0.00|2007-08-09||
1572|Landis|David|NE Medical Center|Statement of Activity|2007-07-16|2007-08-08|575.00|REDUCED|0.00|2007-08-09||
1573|Landis|David|NE Medical Center|2nd Quarter Report|2007-07-30|2007-08-08|225.00|PAID|||2007-08-27|
1574|Schmit-Albin|Julie|NE Right to Life|2nd Quarter Report|2007-07-30|2007-08-01|50.00|REDUCED|0.00|2007-08-07||
1575|Wickman-Byrd|Barbara|Metro Omaha Builders Association|Statement of Activity|2007-07-16|2007-07-31|375.00|PAID|||2007-09-24|3.00
1577|Bunger|Kenneth|NE Association of Community Property Owners|Statement of Activity|2007-07-16|2007-08-07|550.00|REDUCED|0.00|2008-01-07||
1578|Bunger|Kenneth|NE Association of Community Property Owners|2nd Quarter Report|2007-07-30|2007-08-07|200.00|REDUCED|0.00|2008-01-07||
1579|Bunger|Kenneth|Mercy Housing|2nd Quarter Report|2007-07-30|2007-08-07|200.00|REDUCED||2008-01-07||
1580|Bunger|Kenneth|Waitt Outdoors, LLC|2nd Quarter Report|2007-07-30|2007-08-07|200.00|RED/PAID|25.00|2008-01-07|2008-01-07|
1581|Hanson|Marc|NE Home Care Givers|Statement of Activity|2007-07-16|2007-08-09|600.00|REDUCED|0.00|2007-08-20||
1582|Gossman|Abigail|MedImmune, Inc.|Statement of Activity|2007-07-16|2007-08-13|700.00|REDUCED|0.00|2007-08-14||
1584|Seacrest|Kent|2015 Vision|2nd Quarter Report|2007-07-30|2007-08-16|425.00|REDUCED|0.00|2007-08-17||
1583|Cox|William|NE Society of Dispensing Opticians|2nd Quarter Report|2007-07-30|2007-08-16|425.00|REDUCED|0.00|2007-08-28||
1585|McGovern|L. Denise|Grand Island Area Economic Development|2nd Quarter Report|2007-07-30|2007-08-21|550.00|REDUCED|0.00|2007-08-22||
1586|Weston|Deborah|The Arc of Nebraska|2nd Quarter Report|2007-07-30|2007-08-16|425.00|PAID|||2007-08-28|
1606|Larsen|Neal|Verizon Communications|3rd Quarter Report|2007-10-30|2007-11-14|375.00|PAID|||2007-11-28|
1607|Partington|Jim|NE Restaurant Association|3rd Quarter Report|2007-10-30|2007-11-06|175.00|RED/PAID|25.00|2007-11-26|2007-11-26|
1683|Baker|R.J.|Elkhorn Valley Economic Development|Statement of Activity|2008-06-02|2008-06-05|75.00|REDUCED|0.00|2008-06-24||
1684|Beattie|George|NE Bankers Association|Statement of Activity|2008-06-02|2008-06-04|50.00|REDUCED|0.00|2008-06-26||
1685|Belcher|Barbara|Merck & Company|Statement of Activity|2008-06-02|2008-06-06|75.00|PAID|||2008-06-13|
1686|Castner-Wightman|Anna|First National of Nebraska|Statement of Activity|2008-06-02|2008-06-04|50.00|PAID|||2008-06-30|
1687|Ferdinand|Betty|NE Healthcare Association|Statement of Activity|2008-06-02|2008-06-10|200.00|REDUCED|0.00|2008-06-20||
1688|Funk|Christine|Planned Parenthood of NE & Council Bluffs|Statement of Activity|2008-06-02|2008-06-03|25.00|PAID|||2008-07-07|
1689|Kelley, Jerram & Kohout||ABATE of NE|Statement of Activity|2008-06-02|2008-06-04|25.00|PAID|||2008-06-20|
1690|Kelley, Jerram & Kohout||Douglas County|Statement of Activity|2008-06-02|2008-06-04|25.00|PAID|||2008-06-20|
1691|Kelley, Jerram & Kohout||Eastern NE Human Services|Statement of Activity|2008-06-02|2008-06-04|50.00|PAID|||2008-06-20|
1692|Kelley, Jerram & Kohout||Elevator Industry Work Preservation Fund|Statement of Activity|2008-06-02|2008-06-04|50.00|PAID|||2008-06-20|
1694|Kelley, Jerram & Kohout||Metro Area Transit|Statement of Activity|2008-06-02|2008-06-04|50.00|PAID|||2008-06-20|
1695|Kelley, Jerram & Kohout||NE State Lodge Fraternal Order of Police|Statement of Activity|2008-06-02|2008-06-04|50.00|PAID|||2008-07-07|
1696|Kelley, Jerram & Kohout||Omaha Airport Authority|Statement of Activity|2008-06-02|2008-06-04|50.00|PAID|||2008-07-07|
1697|Kelley, Jerram & Kohout||Omaha Exposition & Racing|Statement of Activity|2008-06-02|2008-06-04|50.00|PAID|||2008-07-07|
1698|Kelley, Jerram & Kohout||Raltson Public School District|Statement of Activity|2008-06-02|2008-06-04|50.00|PAID|||2008-07-07|
1699|Kelley, Jerram & Kohout||Responsible Beverage Operators of NE|Statement of Activity|2008-06-02|2008-06-04|50.00|PAID|||2008-07-07|
1700|Kelley, Jerram & Kohout||United Cities of Sarpy County|Statement of Activity|2008-06-02|2008-06-04|50.00|PAID|||2008-07-07|
1701|Kierstead|Roberta|Planned Parenthood of NE & Council Bluffs|Statement of Activity|2008-06-02|2008-06-03|25.00|PAID|||2008-06-26|
1702|Langan|Mark|NE Humane Society|Statement of Activity|2008-06-02|2008-06-10|200.00|RED/PAID|25.00|2008-06-20|2008-06-20|
1703|Polt|Brendon|NE Healthcare Association|Statement of Activity|2008-06-02|2008-06-10|200.00|REDUCED|0.00|2008-06-20||
1704|Reynolds|Simera|Mothers Against Drunk Driving|Statement of Activity|2008-06-02|2008-06-04|50.00|PAID|||2008-06-23|
1705|Root|David|Medco Health Solutions|Statement of Activity|2008-06-02|2008-06-13|275.00|PAID|||2008-06-24|
1706|Snyder|Patricia|NE Healthcare Association|Statement of Activity|2008-06-02|2008-06-10|200.00|REDUCED|0.00|2008-06-20||
1707|Troutman|Gary|City of Bellevue|Statement of Activity|2008-06-02|2008-06-17|375.00|PAID|||2008-06-24|
1709|Wininger|Dwight|NE Rural Communications Coalition|Statement of Activity|2008-06-02|2008-06-04|50.00|REDUCED|0.00|2008-07-23||
1710|Dudley|William|AFLAC|Statement of Activity|2008-06-02|2008-06-19|425.00|PAID|||2008-07-07|
1711|Overcash|James|Associated General Contractors, NE Chapter|Statement of Activity|2008-06-02|2008-06-19|425.00|REDUCED|0.00|2008-06-20||
1712|Adams|John|International Gamco, Inc.|Statement of Activity|2008-06-02|2008-06-24|550.00|REDUCED|0.00|2008-06-25||
1714|Boucher|Richard |The NE Sheriff's Associaiton|Statement of Activity|2008-06-02|2008-06-24|550.00|REDUCED|0.00|2008-06-25||
1298|Broer|Walter|NE Bldg Chapter, Assoc. Gen. Contractors|4th Quarter Report|2006-01-30|2006-02-21|550.00|REDUCED|0.00|2006-03-31||
1299|Bromm|Curt|City of LaVista|4th Quarter Report|2006-01-30|2006-02-07|200.00|REDUCED|0.00|2006-05-17||
1300|Bromm|Curt|League of NE Municipalities|4th Quarter Report|2006-01-30|2006-02-07|200.00|REDUCED|0.00|2006-05-17||
1301|Bunger|Ken|Omaha Royals Limited Partnership|4th Quarter Report|2006-01-30|2006-02-23|600.00|REDUCED|0.00|2006-09-14||
1302|Hallstrom|Robert|Friends of Nebraska Non-Profit Hospitals|4th Quarter Report|2006-01-30|2006-01-31|25.00|REDUCED|0.00|2006-05-17||
1303|Karavas|Julie|Bio Nebraska, Inc.|4th Quarter Report|2006-01-30|2006-02-06|175.00|REDUCED||2006-03-31||
1304|Shultz|Jack|Motorcycle Industry Council|4th Quarter Report|2006-01-30|2006-03-08|750.00|REDUCED|0.00|2006-03-31||
1308|Castner-Wightman|Anna|First National of Nebraska|1st Quarter Report|2006-05-01|2006-05-03|50.00|PAID|||2006-06-19|
1309|Dudley|William|AFLAC|1st Quarter Report|2006-05-01|2006-05-02|25.00|PAID|||2006-06-23|
1310|Hansen|Stephen|Genentech, Inc.|1st Quarter Report|2006-05-01|2006-05-02|25.00|PAID|||2006-06-23|
1504|Connealy|Matthew|NE Democratic Party|1st Quarter Report|2007-04-30|2007-05-21|525.00|REDUCED|0.00|2007-05-31||
1505|Flannery|John|Verizon Communications|1st Quarter Report|2007-04-30|2007-05-21|525.00|REDUCED|0.00|2007-05-21||
1506|Hanson|John|NE Soybean Association|1st Quarter Report|2007-04-30|2007-05-24|600.00|REDUCED|0.00|2007-06-04||
1508|Keigher|Tim|Keigher/Rasmussen Associates|1st Quarter Report|2007-04-30|2007-05-18|450.00|PAID|||2007-06-11|
1509|Kutilek|William|NE Cooperative Council|1st Quarter Report|2007-04-30|2007-05-21|525.00|PAID|||2008-03-21|31.64
1510|Ptacek|Patrick|NE Grain & Feed Association|1st Quarter Report|2007-04-30|2007-05-22|550.00|PAID|||2007-06-04|
1511|Wesely|Don|City of Norfolk|1st Quarter Report|2007-04-30|2007-05-23|575.00|PAID|||2007-07-16|
1512|Wesely|Don|Downtown Lincoln Association|1st Quarter Report|2007-04-30|2007-05-23|575.00|PAID|||2007-07-16|
1513|Wesely|Don|Humane Society of the US|1st Quarter Report|2007-04-30|2007-05-23|575.00|PAID|||2007-07-16|
1514|Wesely|Don|Motorola, Inc.|1st Quarter Report|2007-04-30|2007-05-23|575.00|REDUCED|0.00||1190-01-01|
1523|Courtney|Robert|AARP|1st Quarter Report|2007-04-30|2007-05-30|750.00|REDUCED|0.00|2007-05-31||
